state,x,temp,str,stable,feasible,candidate,tau,richness,abundance_mean,abundance_sd
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],1,|1,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.45679012345679015  0.0  0.0  0.0  0.0],1,1|1,true,true,true,0.27027027027027023,1,0.45679012345679015,NaN
[0  1  0  0  0],[0.0  0.07453416149068322  0.0  0.0  0.0],1,2|1,true,true,true,0.8333333333333334,1,0.07453416149068322,NaN
[1  1  0  0  0],[0.0  0.0  0.0  0.0  0.0],1,1*2|1,false,false,false,0.0,2,0.5056855558688095,NaN
[0  0  1  0  0],[0.0  0.0  2.931174089068826  0.0  0.0],1,3|1,true,true,true,0.013812154696132596,1,2.931174089068826,NaN
[1  0  1  0  0],[0.0  0.0  0.0  0.0  0.0],1,1*3|1,false,false,false,0.0,2,2.483513065118208,NaN
[0  1  1  0  0],[0.0  0.0  0.0  0.0  0.0],1,2*3|1,false,false,false,0.0,2,2.744054072758311,NaN
[1  1  1  0  0],[0.0  0.0  0.0  0.0  0.0],1,1*2*3|1,false,false,false,0.0,3,2.488123045782788,NaN
[0  0  0  1  0],[0.0  0.0  0.0  3.6219512195121952  0.0],1,4|1,true,true,true,0.03367003367003367,1,3.6219512195121952,NaN
[1  0  0  1  0],[0.0  0.0  0.0  0.0  0.0],1,1*4|1,false,false,false,0.0,2,4.252013808975834,NaN
[0  1  0  1  0],[0.0  0.0  0.0  0.0  0.0],1,2*4|1,false,false,false,0.0,2,3.854176844162189,NaN
[1  1  0  1  0],[0.0  0.0  0.0  0.0  0.0],1,1*2*4|1,false,false,false,0.0,3,4.2929201484925885,NaN
[0  0  1  1  0],[0.0  0.0  5.300777141521562  1.4240680144910596  0.0],1,3*4|1,true,true,true,0.04694993886673962,2,3.362422578006311,2.741247312411049
[1  0  1  1  0],[0.0  0.0  0.0  0.0  0.0],1,1*3*4|1,false,false,false,0.0,3,3.848372807253358,1.358235392112948
[0  1  1  1  0],[0.0  0.0  0.0  0.0  0.0],1,2*3*4|1,false,false,false,0.0,3,3.5524371133907993,2.476436482168542
[1  1  1  1  0],[0.0  0.0  0.0  0.0  0.0],1,1*2*3*4|1,false,false,false,0.0,4,3.8854741096189915,1.36095663030287
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.05339805825242719],1,5|1,true,true,true,0.9090909090909091,1,0.05339805825242719,NaN
[1  0  0  0  1],[0.0  0.0  0.0  0.0  0.0],1,1*5|1,false,false,false,0.0,2,0.457437765634487,NaN
[0  1  0  0  1],[0.0  0.06898592660791791  0.0  0.0  0.026272524003682768],1,2*5|1,true,true,true,2.155058241942549,2,0.04762922530580034,0.03020293662900581
[1  1  0  0  1],[0.0  0.0  0.0  0.0  0.0],1,1*2*5|1,false,false,false,0.0,3,0.2638511732465957,0.34298051488599746
[0  0  1  0  1],[0.0  0.0  0.0  0.0  0.0],1,3*5|1,false,false,false,0.0,2,2.9071556559675917,NaN
[1  0  1  0  1],[0.0  0.0  0.0  0.0  0.0],1,1*3*5|1,false,false,false,0.0,3,2.512209273838965,NaN
[0  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],1,2*3*5|1,false,false,false,0.0,3,2.797240793297165,NaN
[1  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],1,1*2*3*5|1,false,false,false,0.0,4,2.5127671468772386,NaN
[0  0  0  1  1],[0.0  0.0  0.0  0.0  0.0],1,4*5|1,false,false,false,0.0,2,3.7027191065792664,NaN
[1  0  0  1  1],[0.0  0.0  0.0  0.0  0.0],1,1*4*5|1,false,false,false,0.0,3,4.313344429776732,NaN
[0  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],1,2*4*5|1,false,false,false,0.0,3,3.8809254118211167,NaN
[1  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],1,1*2*4*5|1,false,false,false,0.0,4,4.3336628018801395,NaN
[0  0  1  1  1],[0.0  0.0  0.0  0.0  0.0],1,3*4*5|1,false,false,false,0.0,3,3.5479834583647256,2.7766218942109013
[1  0  1  1  1],[0.0  0.0  0.0  0.0  0.0],1,1*3*4*5|1,false,false,false,0.0,4,4.004943009381073,1.3918140021825007
[0  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],1,2*3*4*5|1,false,false,false,0.0,4,3.659541589801722,2.5747922962364553
[1  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],1,1*2*3*4*5|1,false,false,false,0.0,5,4.011058886256071,1.3917830071375672
