node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,18,70,45
2|1,10,47,82
1*2|1,7,76,53
3|1,10,46,87
1*3|1,5,78,55
2*3|1,19,53,99
1*2*3|1,21,68,58
4|1,4,76,42
1*4|1,24,107,50
2*4|1,4,85,49
1*2*4|1,114,96,101
3*4|1,7,90,49
1*3*4|1,10,96,52
2*3*4|1,9,81,52
1*2*3*4|1,10,70,47
5|1,3,53,81
1*5|1,16,81,51
2*5|1,23,59,100
1*2*5|1,5,72,58
3*5|1,10,56,99
1*3*5|1,5,71,55
2*3*5|1,2,53,98
1*2*3*5|1,2,51,50
4*5|1,6,88,47
1*4*5|1,79,97,98
2*4*5|1,10,85,53
1*2*4*5|1,41,70,77
3*4*5|1,11,85,51
1*3*4*5|1,5,71,47
2*3*4*5|1,5,63,46
1*2*3*4*5|1,5,46,39
|2,0,0,65
1|2,23,81,42
2|2,6,47,81
3|2,298,82,44
4|2,63,115,33
3*4|2,37,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,23,70,45
2|3,6,47,83
1*2|3,11,76,53
3|3,4,46,87
1*3|3,8,78,54
2*3|3,6,53,100
1*2*3|3,2,68,58
4|3,10,77,42
1*4|3,140,106,102
2*4|3,9,112,49
1*2*4|3,67,73,101
3*4|3,0,90,50
1*3*4|3,6,96,52
2*3*4|3,2,81,53
1*2*3*4|3,5,70,47
5|3,16,53,81
1*5|3,98,81,98
2*5|3,24,59,100
3*5|3,10,56,53
1*3*5|3,18,71,56
2*3*5|3,10,53,62
4*5|3,21,95,47
1*4*5|3,69,97,97
3*4*5|3,14,85,51
1*3*4*5|3,4,71,46
|4,0,0,65
1|4,14,70,44
2|4,11,49,83
1*2|4,11,81,53
3|4,6,46,87
1*3|4,2,78,54
2*3|4,0,53,99
1*2*3|4,9,70,58
4|4,3,77,42
1*4|4,105,106,102
2*4|4,21,95,49
1*2*4|4,79,95,101
3*4|4,15,89,50
1*3*4|4,8,96,52
2*3*4|4,3,83,53
1*2*3*4|4,6,70,47
5|4,9,59,81
1*5|4,72,81,98
3*5|4,27,61,98
1*3*5|4,26,71,99
4*5|4,100,93,97
1*4*5|4,19,97,96
3*4*5|4,90,84,97
1*3*4*5|4,72,71,77
|5,0,0,65
1|5,16,70,44
2|5,45,59,84
1*2|5,169,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,3,53,101
1*2*3|5,2,69,58
4|5,7,76,42
1*4|5,98,109,101
2*4|5,234,94,102
1*2*4|5,43,97,101
3*4|5,7,90,50
1*3*4|5,5,96,52
2*3*4|5,2,82,53
1*2*3*4|5,4,70,47
5|5,0,53,81
1*5|5,42,81,99
2*5|5,1,20,100
1*2*5|5,26,27,100
3*5|5,8,56,98
1*3*5|5,24,71,99
2*3*5|5,20,53,100
1*2*3*5|5,25,47,82
4*5|5,64,87,98
1*4*5|5,22,94,97
2*4*5|5,41,30,100
3*4*5|5,391,97,98
