node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,1,58,110
1*2|1,5,79,59
3|1,8,59,108
1*3|1,1,80,57
2*3|1,4,59,108
1*2*3|1,1,80,59
4|1,0,92,52
1*4|1,0,113,52
2*4|1,5,92,53
1*2*4|1,81,113,112
3*4|1,0,94,51
1*3*4|1,1,115,52
2*3*4|1,0,94,53
1*2*3*4|1,2,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,2,60,112
1*2*5|1,2,81,58
3*5|1,0,61,108
1*3*5|1,3,82,57
2*3*5|1,2,61,110
1*2*3*5|1,4,82,58
4*5|1,0,94,52
1*4*5|1,41,115,110
2*4*5|1,0,94,53
1*2*4*5|1,31,115,112
3*4*5|1,2,96,52
1*3*4*5|1,1,117,52
2*3*4*5|1,3,96,53
1*2*3*4*5|1,2,117,53
|2,0,0,109
1|2,131,81,55
2|2,1,58,109
3|2,546,82,55
4|2,251,115,43
3*4|2,137,117,30
5|2,0,60,108
2*5|2,2,60,110
|3,0,0,109
1|3,1,79,57
2|3,1,58,111
1*2|3,3,79,58
3|3,4,59,108
1*3|3,0,80,56
2*3|3,3,59,109
1*2*3|3,1,80,58
4|3,20,93,52
1*4|3,66,112,109
2*4|3,73,114,53
1*2*4|3,40,81,112
3*4|3,0,94,52
1*3*4|3,0,115,52
2*3*4|3,0,94,53
1*2*3*4|3,1,115,53
5|3,0,60,108
1*5|3,60,81,108
2*5|3,6,60,112
3*5|3,1,61,58
1*3*5|3,3,82,56
2*3*5|3,4,61,65
4*5|3,7,98,52
1*4*5|3,42,115,109
3*4*5|3,4,96,52
1*3*4*5|3,0,117,52
|4,0,0,109
1|4,0,79,57
2|4,1,59,111
1*2|4,15,81,58
3|4,8,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,6,82,58
4|4,4,93,52
1*4|4,46,112,109
2*4|4,27,95,53
1*2*4|4,51,115,112
3*4|4,0,93,52
1*3*4|4,1,115,52
2*3*4|4,6,96,53
1*2*3*4|4,1,117,53
5|4,3,60,108
1*5|4,13,81,108
3*5|4,5,61,108
1*3*5|4,18,82,108
4*5|4,53,93,108
1*4*5|4,11,115,108
3*4*5|4,118,95,108
1*3*4*5|4,112,116,109
|5,0,0,109
1|5,1,79,57
2|5,24,60,112
1*2|5,95,81,112
3|5,8,59,108
1*3|5,0,80,57
2*3|5,1,59,110
1*2*3|5,2,81,59
4|5,3,92,52
1*4|5,68,113,108
2*4|5,215,94,112
1*2*4|5,39,115,112
3*4|5,0,94,52
1*3*4|5,0,115,52
2*3*4|5,8,95,53
1*2*3*4|5,2,116,53
5|5,0,60,108
1*5|5,7,81,109
2*5|5,0,20,112
1*2*5|5,4,27,112
3*5|5,1,61,108
1*3*5|5,19,82,108
2*3*5|5,14,61,112
1*2*3*5|5,18,82,112
4*5|5,50,93,109
1*4*5|5,12,113,109
2*4*5|5,10,30,112
3*4*5|5,581,116,109
