node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,19,9,45
2|1,3,9,47
1*2|1,20,18,31
3|1,0,9,44
1*3|1,7,18,27
2*3|1,2,18,27
1*2*3|1,12,30,17
4|1,5,9,43
1*4|1,6,18,26
2*4|1,1,18,25
1*2*4|1,7,30,17
3*4|1,10,19,24
1*3*4|1,3,31,13
2*3*4|1,4,31,14
1*2*3*4|1,1,44,8
5|1,0,9,43
1*5|1,7,18,24
2*5|1,13,18,32
1*2*5|1,6,28,19
3*5|1,1,18,22
1*3*5|1,1,30,12
2*3*5|1,11,29,16
1*2*3*5|1,0,38,9
4*5|1,5,18,20
1*4*5|1,1,30,11
2*4*5|1,1,28,16
1*2*4*5|1,0,36,9
3*4*5|1,0,31,9
1*3*4*5|1,0,43,5
2*3*4*5|1,1,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,384,33,43
2|2,5,9,44
3|2,870,63,44
4|2,788,61,29
3*4|2,1429,117,24
5|2,2,9,43
2*5|2,15,18,31
|3,0,0,66
1|3,16,9,45
2|3,4,9,48
1*2|3,14,18,31
3|3,0,9,44
1*3|3,15,18,27
2*3|3,3,18,27
1*2*3|3,5,30,17
4|3,862,10,43
1*4|3,46,18,26
2*4|3,34,19,29
1*2*4|3,11,29,17
3*4|3,0,19,24
1*3*4|3,0,30,13
2*3*4|3,0,30,15
1*2*3*4|3,0,43,8
5|3,0,9,43
1*5|3,23,33,24
2*5|3,4,18,32
3*5|3,0,18,22
1*3*5|3,8,53,12
2*3*5|3,3,29,16
4*5|3,20,33,20
1*4*5|3,3,51,11
3*4*5|3,6,53,9
1*3*4*5|3,1,71,5
|4,0,0,66
1|4,15,9,45
2|4,4,9,48
1*2|4,31,20,31
3|4,0,9,44
1*3|4,18,18,27
2*3|4,6,18,27
1*2*3|4,13,32,17
4|4,66,9,43
1*4|4,11,17,26
2*4|4,139,19,29
1*2*4|4,4,29,17
3*4|4,2,17,24
1*3*4|4,3,30,13
2*3*4|4,8,33,15
1*2*3*4|4,0,43,8
5|4,62,18,43
1*5|4,19,26,24
3*5|4,18,34,22
1*3*5|4,12,47,12
4*5|4,4,31,20
1*4*5|4,5,49,11
3*4*5|4,1,46,9
1*3*4*5|4,3,70,5
|5,0,0,66
1|5,19,9,45
2|5,11,9,48
1*2|5,19,18,31
3|5,0,9,44
1*3|5,14,18,27
2*3|5,4,18,27
1*2*3|5,11,30,17
4|5,55,9,43
1*4|5,6,18,26
2*4|5,5,18,29
1*2*4|5,3,30,17
3*4|5,6,19,24
1*3*4|5,1,31,13
2*3*4|5,0,31,15
1*2*3*4|5,0,44,8
5|5,0,9,43
1*5|5,9,18,24
2*5|5,0,15,32
1*2*5|5,4,26,19
3*5|5,1,18,22
1*3*5|5,1,30,12
2*3*5|5,1,28,16
1*2*3*5|5,0,38,9
4*5|5,0,17,20
1*4*5|5,12,48,11
2*4*5|5,1,26,16
3*4*5|5,102,96,9
