node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,1,58,110
1*2|1,4,79,59
3|1,10,59,108
1*3|1,1,80,57
2*3|1,11,59,108
1*2*3|1,4,80,59
4|1,0,92,52
1*4|1,3,113,52
2*4|1,4,92,53
1*2*4|1,74,113,112
3*4|1,14,94,51
1*3*4|1,3,115,52
2*3*4|1,0,94,53
1*2*3*4|1,10,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,18,60,112
1*2*5|1,6,81,58
3*5|1,16,61,108
1*3*5|1,8,82,57
2*3*5|1,40,61,110
1*2*3*5|1,4,82,58
4*5|1,0,94,52
1*4*5|1,40,115,110
2*4*5|1,7,94,53
1*2*4*5|1,36,115,112
3*4*5|1,2,96,52
1*3*4*5|1,1,117,52
2*3*4*5|1,11,96,53
1*2*3*4*5|1,4,117,53
|2,0,0,109
1|2,473,81,55
2|2,0,58,109
3|2,921,82,55
4|2,532,115,43
3*4|2,891,117,30
5|2,0,60,108
2*5|2,32,60,110
|3,0,0,109
1|3,0,79,57
2|3,2,58,111
1*2|3,2,79,58
3|3,6,59,108
1*3|3,0,80,56
2*3|3,5,59,109
1*2*3|3,2,80,58
4|3,513,93,52
1*4|3,119,112,109
2*4|3,182,114,53
1*2*4|3,53,81,112
3*4|3,1,94,52
1*3*4|3,3,115,52
2*3*4|3,1,94,53
1*2*3*4|3,13,115,53
5|3,0,60,108
1*5|3,83,81,108
2*5|3,18,60,112
3*5|3,7,61,58
1*3*5|3,35,82,56
2*3*5|3,9,61,65
4*5|3,19,98,52
1*4*5|3,54,115,109
3*4*5|3,14,96,52
1*3*4*5|3,10,117,52
|4,0,0,109
1|4,0,79,57
2|4,1,59,111
1*2|4,37,81,58
3|4,3,59,108
1*3|4,0,80,57
2*3|4,8,59,108
1*2*3|4,48,82,58
4|4,67,93,52
1*4|4,72,112,109
2*4|4,13,95,53
1*2*4|4,60,115,112
3*4|4,3,93,52
1*3*4|4,0,115,52
2*3*4|4,28,96,53
1*2*3*4|4,9,117,53
5|4,91,60,108
1*5|4,21,81,108
3*5|4,60,61,108
1*3*5|4,15,82,108
4*5|4,106,93,108
1*4*5|4,9,115,108
3*4*5|4,85,95,108
1*3*4*5|4,118,116,109
|5,0,0,109
1|5,0,79,57
2|5,69,60,112
1*2|5,108,81,112
3|5,4,59,108
1*3|5,1,80,57
2*3|5,25,59,110
1*2*3|5,9,81,59
4|5,30,92,52
1*4|5,56,113,108
2*4|5,335,94,112
1*2*4|5,64,115,112
3*4|5,11,94,52
1*3*4|5,1,115,52
2*3*4|5,16,95,53
1*2*3*4|5,13,116,53
5|5,0,60,108
1*5|5,8,81,109
2*5|5,4,20,112
1*2*5|5,28,27,112
3*5|5,15,61,108
1*3*5|5,28,82,108
2*3*5|5,29,61,112
1*2*3*5|5,35,82,112
4*5|5,99,93,109
1*4*5|5,29,113,109
2*4*5|5,49,30,112
3*4*5|5,548,116,109
