node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,4,58,110
1*2|1,1,79,59
3|1,18,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,1,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,2,92,53
1*2*4|1,92,113,112
3*4|1,6,94,51
1*3*4|1,8,115,52
2*3*4|1,1,94,53
1*2*3*4|1,12,115,53
5|1,3,60,108
1*5|1,0,81,56
2*5|1,9,60,112
1*2*5|1,5,81,58
3*5|1,9,61,108
1*3*5|1,0,82,57
2*3*5|1,4,61,110
1*2*3*5|1,2,82,58
4*5|1,0,94,52
1*4*5|1,62,115,110
2*4*5|1,4,94,53
1*2*4*5|1,62,115,112
3*4*5|1,0,96,52
1*3*4*5|1,8,117,52
2*3*4*5|1,5,96,53
1*2*3*4*5|1,13,117,53
|2,0,0,109
1|2,10,81,55
2|2,1,58,109
3|2,262,82,55
4|2,51,115,43
3*4|2,19,117,30
5|2,0,60,108
2*5|2,0,60,110
|3,0,0,109
1|3,8,79,57
2|3,3,58,111
1*2|3,1,79,58
3|3,6,59,108
1*3|3,0,80,56
2*3|3,2,59,109
1*2*3|3,1,80,58
4|3,18,93,52
1*4|3,116,112,109
2*4|3,9,114,53
1*2*4|3,59,81,112
3*4|3,1,94,52
1*3*4|3,8,115,52
2*3*4|3,0,94,53
1*2*3*4|3,10,115,53
5|3,7,60,108
1*5|3,78,81,108
2*5|3,23,60,112
3*5|3,0,61,58
1*3*5|3,8,82,56
2*3*5|3,5,61,65
4*5|3,2,98,52
1*4*5|3,50,115,109
3*4*5|3,10,96,52
1*3*4*5|3,6,117,52
|4,0,0,109
1|4,0,79,57
2|4,6,59,111
1*2|4,4,81,58
3|4,11,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,5,82,58
4|4,8,93,52
1*4|4,92,112,109
2*4|4,4,95,53
1*2*4|4,61,115,112
3*4|4,2,93,52
1*3*4|4,6,115,52
2*3*4|4,2,96,53
1*2*3*4|4,14,117,53
5|4,4,60,108
1*5|4,42,81,108
3*5|4,9,61,108
1*3*5|4,32,82,108
4*5|4,57,93,108
1*4*5|4,8,115,108
3*4*5|4,96,95,108
1*3*4*5|4,96,116,109
|5,0,0,109
1|5,2,79,57
2|5,37,60,112
1*2|5,116,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,2,59,110
1*2*3|5,1,81,59
4|5,8,92,52
1*4|5,76,113,108
2*4|5,225,94,112
1*2*4|5,44,115,112
3*4|5,8,94,52
1*3*4|5,5,115,52
2*3*4|5,4,95,53
1*2*3*4|5,6,116,53
5|5,0,60,108
1*5|5,18,81,109
2*5|5,0,20,112
1*2*5|5,15,27,112
3*5|5,8,61,108
1*3*5|5,36,82,108
2*3*5|5,21,61,112
1*2*3*5|5,40,82,112
4*5|5,65,93,109
1*4*5|5,13,113,109
2*4*5|5,30,30,112
3*4*5|5,410,116,109
