node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,18,70,45
2|1,12,47,82
1*2|1,29,76,53
3|1,5,46,87
1*3|1,9,78,55
2*3|1,12,53,99
1*2*3|1,16,68,58
4|1,14,76,42
1*4|1,13,107,50
2*4|1,9,85,49
1*2*4|1,184,96,101
3*4|1,6,90,49
1*3*4|1,34,96,52
2*3*4|1,15,81,52
1*2*3*4|1,32,70,47
5|1,2,53,81
1*5|1,13,81,51
2*5|1,22,59,100
1*2*5|1,9,72,58
3*5|1,9,56,99
1*3*5|1,6,71,55
2*3*5|1,8,53,98
1*2*3*5|1,3,51,50
4*5|1,4,88,47
1*4*5|1,128,97,98
2*4*5|1,5,85,53
1*2*4*5|1,77,70,77
3*4*5|1,8,85,51
1*3*4*5|1,23,71,47
2*3*4*5|1,11,63,46
1*2*3*4*5|1,12,46,39
|2,0,0,65
1|2,36,81,42
2|2,7,47,81
3|2,112,82,44
4|2,27,115,33
3*4|2,21,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,27,70,45
2|3,8,47,83
1*2|3,14,76,53
3|3,2,46,87
1*3|3,11,78,54
2*3|3,5,53,100
1*2*3|3,2,68,58
4|3,14,77,42
1*4|3,126,106,102
2*4|3,19,112,49
1*2*4|3,80,73,101
3*4|3,1,90,50
1*3*4|3,24,96,52
2*3*4|3,5,81,53
1*2*3*4|3,18,70,47
5|3,4,53,81
1*5|3,129,81,98
2*5|3,25,59,100
3*5|3,0,56,53
1*3*5|3,34,71,56
2*3*5|3,6,53,62
4*5|3,25,95,47
1*4*5|3,107,97,97
3*4*5|3,35,85,51
1*3*4*5|3,16,71,46
|4,0,0,65
1|4,18,70,44
2|4,9,49,83
1*2|4,22,81,53
3|4,5,46,87
1*3|4,3,78,54
2*3|4,0,53,99
1*2*3|4,12,70,58
4|4,11,77,42
1*4|4,74,106,102
2*4|4,30,95,49
1*2*4|4,101,95,101
3*4|4,14,89,50
1*3*4|4,21,96,52
2*3*4|4,14,83,53
1*2*3*4|4,22,70,47
5|4,18,59,81
1*5|4,51,81,98
3*5|4,37,61,98
1*3*5|4,57,71,99
4*5|4,62,93,97
1*4*5|4,36,97,96
3*4*5|4,120,84,97
1*3*4*5|4,94,71,77
|5,0,0,65
1|5,26,70,44
2|5,43,59,84
1*2|5,133,81,103
3|5,4,46,87
1*3|5,5,78,54
2*3|5,10,53,101
1*2*3|5,5,69,58
4|5,9,76,42
1*4|5,68,109,101
2*4|5,158,94,102
1*2*4|5,77,97,101
3*4|5,5,90,50
1*3*4|5,13,96,52
2*3*4|5,10,82,53
1*2*3*4|5,14,70,47
5|5,6,53,81
1*5|5,36,81,99
2*5|5,11,20,100
1*2*5|5,21,27,100
3*5|5,9,56,98
1*3*5|5,57,71,99
2*3*5|5,33,53,100
1*2*3*5|5,44,47,82
4*5|5,40,87,98
1*4*5|5,48,94,97
2*4*5|5,41,30,100
3*4*5|5,434,97,98
