node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,6,70,45
2|1,5,47,82
1*2|1,23,76,53
3|1,10,46,87
1*3|1,5,78,55
2*3|1,10,53,99
1*2*3|1,30,68,58
4|1,2,76,42
1*4|1,12,107,50
2*4|1,4,85,49
1*2*4|1,167,96,101
3*4|1,7,90,49
1*3*4|1,26,96,52
2*3*4|1,11,81,52
1*2*3*4|1,31,70,47
5|1,1,53,81
1*5|1,4,81,51
2*5|1,11,59,100
1*2*5|1,7,72,58
3*5|1,8,56,99
1*3*5|1,12,71,55
2*3*5|1,2,53,98
1*2*3*5|1,3,51,50
4*5|1,9,88,47
1*4*5|1,110,97,98
2*4*5|1,2,85,53
1*2*4*5|1,78,70,77
3*4*5|1,6,85,51
1*3*4*5|1,18,71,47
2*3*4*5|1,6,63,46
1*2*3*4*5|1,10,46,39
|2,0,0,65
1|2,22,81,42
2|2,0,47,81
3|2,236,82,44
4|2,49,115,33
3*4|2,63,117,29
5|2,0,53,81
2*5|2,7,59,98
|3,0,0,65
1|3,4,70,45
2|3,4,47,83
1*2|3,8,76,53
3|3,5,46,87
1*3|3,6,78,54
2*3|3,8,53,100
1*2*3|3,3,68,58
4|3,16,77,42
1*4|3,118,106,102
2*4|3,45,112,49
1*2*4|3,77,73,101
3*4|3,1,90,50
1*3*4|3,12,96,52
2*3*4|3,11,81,53
1*2*3*4|3,9,70,47
5|3,4,53,81
1*5|3,83,81,98
2*5|3,13,59,100
3*5|3,0,56,53
1*3*5|3,44,71,56
2*3*5|3,11,53,62
4*5|3,5,95,47
1*4*5|3,101,97,97
3*4*5|3,43,85,51
1*3*4*5|3,30,71,46
|4,0,0,65
1|4,3,70,44
2|4,4,49,83
1*2|4,22,81,53
3|4,6,46,87
1*3|4,3,78,54
2*3|4,1,53,99
1*2*3|4,19,70,58
4|4,7,77,42
1*4|4,52,106,102
2*4|4,25,95,49
1*2*4|4,112,95,101
3*4|4,5,89,50
1*3*4|4,34,96,52
2*3*4|4,6,83,53
1*2*3*4|4,17,70,47
5|4,7,59,81
1*5|4,44,81,98
3*5|4,18,61,98
1*3*5|4,44,71,99
4*5|4,68,93,97
1*4*5|4,34,97,96
3*4*5|4,100,84,97
1*3*4*5|4,92,71,77
|5,0,0,65
1|5,6,70,44
2|5,19,59,84
1*2|5,101,81,103
3|5,9,46,87
1*3|5,5,78,54
2*3|5,8,53,101
1*2*3|5,11,69,58
4|5,4,76,42
1*4|5,68,109,101
2*4|5,176,94,102
1*2*4|5,56,97,101
3*4|5,9,90,50
1*3*4|5,7,96,52
2*3*4|5,18,82,53
1*2*3*4|5,9,70,47
5|5,0,53,81
1*5|5,27,81,99
2*5|5,1,20,100
1*2*5|5,13,27,100
3*5|5,1,56,98
1*3*5|5,34,71,99
2*3*5|5,19,53,100
1*2*3*5|5,40,47,82
4*5|5,33,87,98
1*4*5|5,52,94,97
2*4*5|5,9,30,100
3*4*5|5,459,97,98
