node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,1,58,110
1*2|1,3,79,59
3|1,7,59,108
1*3|1,2,80,57
2*3|1,5,59,108
1*2*3|1,1,80,59
4|1,0,92,52
1*4|1,0,113,52
2*4|1,2,92,53
1*2*4|1,72,113,112
3*4|1,3,94,51
1*3*4|1,1,115,52
2*3*4|1,1,94,53
1*2*3*4|1,3,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,4,60,112
1*2*5|1,1,81,58
3*5|1,0,61,108
1*3*5|1,1,82,57
2*3*5|1,2,61,110
1*2*3*5|1,4,82,58
4*5|1,0,94,52
1*4*5|1,34,115,110
2*4*5|1,3,94,53
1*2*4*5|1,29,115,112
3*4*5|1,1,96,52
1*3*4*5|1,3,117,52
2*3*4*5|1,6,96,53
1*2*3*4*5|1,2,117,53
|2,0,0,109
1|2,111,81,55
2|2,0,58,109
3|2,524,82,55
4|2,248,115,43
3*4|2,197,117,30
5|2,0,60,108
2*5|2,0,60,110
|3,0,0,109
1|3,1,79,57
2|3,1,58,111
1*2|3,1,79,58
3|3,3,59,108
1*3|3,0,80,56
2*3|3,3,59,109
1*2*3|3,1,80,58
4|3,24,93,52
1*4|3,64,112,109
2*4|3,65,114,53
1*2*4|3,41,81,112
3*4|3,1,94,52
1*3*4|3,0,115,52
2*3*4|3,2,94,53
1*2*3*4|3,2,115,53
5|3,0,60,108
1*5|3,59,81,108
2*5|3,8,60,112
3*5|3,2,61,58
1*3*5|3,4,82,56
2*3*5|3,4,61,65
4*5|3,7,98,52
1*4*5|3,46,115,109
3*4*5|3,5,96,52
1*3*4*5|3,6,117,52
|4,0,0,109
1|4,0,79,57
2|4,1,59,111
1*2|4,5,81,58
3|4,4,59,108
1*3|4,0,80,57
2*3|4,6,59,108
1*2*3|4,1,82,58
4|4,5,93,52
1*4|4,44,112,109
2*4|4,21,95,53
1*2*4|4,43,115,112
3*4|4,0,93,52
1*3*4|4,0,115,52
2*3*4|4,7,96,53
1*2*3*4|4,2,117,53
5|4,6,60,108
1*5|4,10,81,108
3*5|4,5,61,108
1*3*5|4,19,82,108
4*5|4,40,93,108
1*4*5|4,7,115,108
3*4*5|4,112,95,108
1*3*4*5|4,134,116,109
|5,0,0,109
1|5,1,79,57
2|5,24,60,112
1*2|5,86,81,112
3|5,5,59,108
1*3|5,1,80,57
2*3|5,5,59,110
1*2*3|5,4,81,59
4|5,3,92,52
1*4|5,63,113,108
2*4|5,217,94,112
1*2*4|5,59,115,112
3*4|5,1,94,52
1*3*4|5,0,115,52
2*3*4|5,4,95,53
1*2*3*4|5,4,116,53
5|5,0,60,108
1*5|5,9,81,109
2*5|5,1,20,112
1*2*5|5,7,27,112
3*5|5,3,61,108
1*3*5|5,17,82,108
2*3*5|5,19,61,112
1*2*3*5|5,25,82,112
4*5|5,49,93,109
1*4*5|5,16,113,109
2*4*5|5,20,30,112
3*4*5|5,602,116,109
