node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,3,47,82
1*2|1,7,76,53
3|1,17,46,87
1*3|1,5,78,55
2*3|1,14,53,99
1*2*3|1,18,68,58
4|1,4,76,42
1*4|1,9,107,50
2*4|1,3,85,49
1*2*4|1,90,96,101
3*4|1,4,90,49
1*3*4|1,0,96,52
2*3*4|1,5,81,52
1*2*3*4|1,13,70,47
5|1,0,53,81
1*5|1,12,81,51
2*5|1,14,59,100
1*2*5|1,6,72,58
3*5|1,3,56,99
1*3*5|1,5,71,55
2*3*5|1,15,53,98
1*2*3*5|1,4,51,50
4*5|1,6,88,47
1*4*5|1,40,97,98
2*4*5|1,9,85,53
1*2*4*5|1,31,70,77
3*4*5|1,9,85,51
1*3*4*5|1,0,71,47
2*3*4*5|1,6,63,46
1*2*3*4*5|1,8,46,39
|2,0,0,65
1|2,111,81,42
2|2,6,47,81
3|2,504,82,44
4|2,276,115,33
3*4|2,147,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,20,70,45
2|3,4,47,83
1*2|3,9,76,53
3|3,7,46,87
1*3|3,9,78,54
2*3|3,7,53,100
1*2*3|3,2,68,58
4|3,28,77,42
1*4|3,103,106,102
2*4|3,18,112,49
1*2*4|3,49,73,101
3*4|3,0,90,50
1*3*4|3,1,96,52
2*3*4|3,1,81,53
1*2*3*4|3,7,70,47
5|3,0,53,81
1*5|3,69,81,98
2*5|3,18,59,100
3*5|3,10,56,53
1*3*5|3,7,71,56
2*3*5|3,12,53,62
4*5|3,13,95,47
1*4*5|3,42,97,97
3*4*5|3,8,85,51
1*3*4*5|3,1,71,46
|4,0,0,65
1|4,14,70,44
2|4,6,49,83
1*2|4,15,81,53
3|4,12,46,87
1*3|4,3,78,54
2*3|4,0,53,99
1*2*3|4,7,70,58
4|4,5,77,42
1*4|4,71,106,102
2*4|4,25,95,49
1*2*4|4,79,95,101
3*4|4,18,89,50
1*3*4|4,2,96,52
2*3*4|4,5,83,53
1*2*3*4|4,8,70,47
5|4,14,59,81
1*5|4,31,81,98
3*5|4,15,61,98
1*3*5|4,23,71,99
4*5|4,97,93,97
1*4*5|4,17,97,96
3*4*5|4,117,84,97
1*3*4*5|4,95,71,77
|5,0,0,65
1|5,17,70,44
2|5,50,59,84
1*2|5,131,81,103
3|5,8,46,87
1*3|5,10,78,54
2*3|5,8,53,101
1*2*3|5,1,69,58
4|5,11,76,42
1*4|5,87,109,101
2*4|5,239,94,102
1*2*4|5,43,97,101
3*4|5,0,90,50
1*3*4|5,2,96,52
2*3*4|5,4,82,53
1*2*3*4|5,6,70,47
5|5,0,53,81
1*5|5,28,81,99
2*5|5,1,20,100
1*2*5|5,31,27,100
3*5|5,8,56,98
1*3*5|5,38,71,99
2*3*5|5,25,53,100
1*2*3*5|5,24,47,82
4*5|5,48,87,98
1*4*5|5,18,94,97
2*4*5|5,47,30,100
3*4*5|5,487,97,98
