node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,20,9,45
2|1,2,9,48
1*2|1,20,18,31
3|1,0,9,44
1*3|1,7,18,27
2*3|1,2,18,27
1*2*3|1,11,30,17
4|1,5,9,43
1*4|1,6,19,26
2*4|1,1,18,28
1*2*4|1,5,30,17
3*4|1,0,19,24
1*3*4|1,2,32,13
2*3*4|1,4,31,15
1*2*3*4|1,0,44,8
5|1,0,9,43
1*5|1,7,18,24
2*5|1,10,18,32
1*2*5|1,5,28,19
3*5|1,1,18,22
1*3*5|1,2,30,12
2*3*5|1,18,29,17
1*2*3*5|1,1,38,9
4*5|1,5,18,20
1*4*5|1,1,31,11
2*4*5|1,0,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,44,5
2*3*4*5|1,1,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,350,33,43
2|2,5,9,44
3|2,875,63,44
4|2,741,61,30
3*4|2,1482,117,26
5|2,2,9,43
2*5|2,13,18,32
|3,0,0,66
1|3,15,9,45
2|3,4,9,49
1*2|3,12,18,31
3|3,0,9,44
1*3|3,15,18,27
2*3|3,2,18,27
1*2*3|3,5,30,17
4|3,787,10,43
1*4|3,16,18,26
2*4|3,31,19,29
1*2*4|3,31,30,27
3*4|3,21,19,24
1*3*4|3,0,31,13
2*3*4|3,0,30,15
1*2*3*4|3,0,43,8
5|3,0,9,43
1*5|3,25,33,24
2*5|3,3,18,32
3*5|3,0,18,22
1*3*5|3,8,53,12
2*3*5|3,3,29,16
4*5|3,17,33,20
1*4*5|3,2,50,11
3*4*5|3,7,53,9
1*3*4*5|3,1,71,5
|4,0,0,66
1|4,15,9,45
2|4,5,9,48
1*2|4,23,20,31
3|4,0,9,44
1*3|4,12,18,27
2*3|4,4,18,27
1*2*3|4,11,32,17
4|4,73,10,43
1*4|4,7,19,26
2*4|4,154,20,29
1*2*4|4,4,29,17
3*4|4,1,18,24
1*3*4|4,0,32,13
2*3*4|4,6,32,15
1*2*3*4|4,0,45,8
5|4,64,18,43
1*5|4,20,28,24
3*5|4,19,34,22
1*3*5|4,12,48,12
4*5|4,4,31,20
1*4*5|4,5,50,11
3*4*5|4,1,46,9
1*3*4*5|4,3,70,5
|5,0,0,66
1|5,19,9,45
2|5,11,9,49
1*2|5,17,18,31
3|5,0,9,44
1*3|5,10,18,27
2*3|5,4,18,27
1*2*3|5,7,30,17
4|5,53,9,43
1*4|5,6,19,26
2*4|5,6,18,29
1*2*4|5,3,30,17
3*4|5,0,19,24
1*3*4|5,1,32,13
2*3*4|5,0,31,15
1*2*3*4|5,0,44,8
5|5,0,9,43
1*5|5,10,17,24
2*5|5,0,17,32
1*2*5|5,4,27,19
3*5|5,1,18,22
1*3*5|5,1,30,12
2*3*5|5,2,29,16
1*2*3*5|5,0,38,9
4*5|5,0,17,20
1*4*5|5,12,48,11
2*4*5|5,1,26,16
3*4*5|5,81,96,9
