node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,20,9,45
2|1,2,9,48
1*2|1,15,18,31
3|1,0,9,44
1*3|1,4,18,27
2*3|1,4,18,27
1*2*3|1,12,30,17
4|1,5,9,43
1*4|1,7,19,26
2*4|1,1,18,28
1*2*4|1,5,30,17
3*4|1,25,19,24
1*3*4|1,7,32,13
2*3*4|1,16,31,15
1*2*3*4|1,1,44,8
5|1,0,9,43
1*5|1,7,18,24
2*5|1,18,18,32
1*2*5|1,3,28,19
3*5|1,4,18,22
1*3*5|1,2,30,12
2*3*5|1,38,29,17
1*2*3*5|1,1,38,9
4*5|1,10,18,20
1*4*5|1,2,31,11
2*4*5|1,0,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,44,5
2*3*4*5|1,0,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,348,33,43
2|2,5,9,44
3|2,785,63,44
4|2,732,61,30
3*4|2,1517,117,26
5|2,1,9,43
2*5|2,28,18,32
|3,0,0,66
1|3,16,9,45
2|3,4,9,49
1*2|3,3,18,31
3|3,0,9,44
1*3|3,12,18,27
2*3|3,4,18,27
1*2*3|3,1,30,17
4|3,808,10,43
1*4|3,12,18,26
2*4|3,105,19,29
1*2*4|3,14,30,27
3*4|3,38,19,24
1*3*4|3,0,31,13
2*3*4|3,1,30,15
1*2*3*4|3,0,43,8
5|3,0,9,43
1*5|3,35,33,24
2*5|3,8,18,32
3*5|3,4,18,22
1*3*5|3,8,53,12
2*3*5|3,5,29,16
4*5|3,20,33,20
1*4*5|3,1,50,11
3*4*5|3,9,53,9
1*3*4*5|3,1,71,5
|4,0,0,66
1|4,15,9,45
2|4,4,9,48
1*2|4,44,20,31
3|4,0,9,44
1*3|4,4,18,27
2*3|4,3,18,27
1*2*3|4,5,32,17
4|4,67,10,43
1*4|4,17,19,26
2*4|4,181,20,29
1*2*4|4,3,29,17
3*4|4,4,18,24
1*3*4|4,0,32,13
2*3*4|4,19,32,15
1*2*3*4|4,0,45,8
5|4,68,18,43
1*5|4,14,28,24
3*5|4,36,34,22
1*3*5|4,13,48,12
4*5|4,7,31,20
1*4*5|4,9,50,11
3*4*5|4,4,46,9
1*3*4*5|4,4,70,5
|5,0,0,66
1|5,17,9,45
2|5,10,9,49
1*2|5,17,18,31
3|5,0,9,44
1*3|5,9,18,27
2*3|5,0,18,27
1*2*3|5,0,30,17
4|5,41,9,43
1*4|5,10,19,26
2*4|5,19,18,29
1*2*4|5,2,30,17
3*4|5,8,19,24
1*3*4|5,21,32,13
2*3*4|5,23,31,15
1*2*3*4|5,0,44,8
5|5,0,9,43
1*5|5,16,17,24
2*5|5,4,17,32
1*2*5|5,7,27,19
3*5|5,2,18,22
1*3*5|5,1,30,12
2*3*5|5,10,29,16
1*2*3*5|5,0,38,9
4*5|5,4,17,20
1*4*5|5,13,48,11
2*4*5|5,1,26,16
3*4*5|5,96,96,9
