node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,1,58,110
1*2|1,6,79,59
3|1,3,59,108
1*3|1,1,80,57
2*3|1,12,59,108
1*2*3|1,4,80,59
4|1,0,92,52
1*4|1,0,113,52
2*4|1,6,92,53
1*2*4|1,64,113,112
3*4|1,15,94,51
1*3*4|1,3,115,52
2*3*4|1,0,94,53
1*2*3*4|1,4,115,53
5|1,0,60,108
1*5|1,1,81,56
2*5|1,23,60,112
1*2*5|1,5,81,58
3*5|1,21,61,108
1*3*5|1,9,82,57
2*3*5|1,25,61,110
1*2*3*5|1,3,82,58
4*5|1,0,94,52
1*4*5|1,41,115,110
2*4*5|1,7,94,53
1*2*4*5|1,39,115,112
3*4*5|1,3,96,52
1*3*4*5|1,1,117,52
2*3*4*5|1,10,96,53
1*2*3*4*5|1,2,117,53
|2,0,0,109
1|2,484,81,55
2|2,1,58,109
3|2,990,82,55
4|2,556,115,43
3*4|2,966,117,30
5|2,0,60,108
2*5|2,30,60,110
|3,0,0,109
1|3,3,79,57
2|3,2,58,111
1*2|3,2,79,58
3|3,2,59,108
1*3|3,0,80,56
2*3|3,8,59,109
1*2*3|3,1,80,58
4|3,532,93,52
1*4|3,90,112,109
2*4|3,243,114,53
1*2*4|3,45,81,112
3*4|3,1,94,52
1*3*4|3,3,115,52
2*3*4|3,1,94,53
1*2*3*4|3,4,115,53
5|3,0,60,108
1*5|3,85,81,108
2*5|3,20,60,112
3*5|3,12,61,58
1*3*5|3,32,82,56
2*3*5|3,7,61,65
4*5|3,20,98,52
1*4*5|3,65,115,109
3*4*5|3,14,96,52
1*3*4*5|3,13,117,52
|4,0,0,109
1|4,0,79,57
2|4,2,59,111
1*2|4,36,81,58
3|4,1,59,108
1*3|4,1,80,57
2*3|4,9,59,108
1*2*3|4,50,82,58
4|4,68,93,52
1*4|4,76,112,109
2*4|4,14,95,53
1*2*4|4,51,115,112
3*4|4,3,93,52
1*3*4|4,0,115,52
2*3*4|4,23,96,53
1*2*3*4|4,6,117,53
5|4,86,60,108
1*5|4,16,81,108
3*5|4,57,61,108
1*3*5|4,7,82,108
4*5|4,113,93,108
1*4*5|4,11,115,108
3*4*5|4,75,95,108
1*3*4*5|4,117,116,109
|5,0,0,109
1|5,1,79,57
2|5,73,60,112
1*2|5,107,81,112
3|5,3,59,108
1*3|5,1,80,57
2*3|5,17,59,110
1*2*3|5,7,81,59
4|5,32,92,52
1*4|5,60,113,108
2*4|5,403,94,112
1*2*4|5,38,115,112
3*4|5,12,94,52
1*3*4|5,1,115,52
2*3*4|5,21,95,53
1*2*3*4|5,13,116,53
5|5,0,60,108
1*5|5,10,81,109
2*5|5,5,20,112
1*2*5|5,17,27,112
3*5|5,12,61,108
1*3*5|5,18,82,108
2*3*5|5,27,61,112
1*2*3*5|5,25,82,112
4*5|5,101,93,109
1*4*5|5,29,113,109
2*4*5|5,27,30,112
3*4*5|5,564,116,109
