node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,16,47,82
1*2|1,30,76,53
3|1,10,46,87
1*3|1,10,78,55
2*3|1,8,53,99
1*2*3|1,25,68,58
4|1,4,76,42
1*4|1,22,107,50
2*4|1,7,85,49
1*2*4|1,196,96,101
3*4|1,8,90,49
1*3*4|1,28,96,52
2*3*4|1,13,81,52
1*2*3*4|1,30,70,47
5|1,6,53,81
1*5|1,13,81,51
2*5|1,25,59,100
1*2*5|1,15,72,58
3*5|1,8,56,99
1*3*5|1,8,71,55
2*3*5|1,8,53,98
1*2*3*5|1,4,51,50
4*5|1,4,88,47
1*4*5|1,127,97,98
2*4*5|1,9,85,53
1*2*4*5|1,72,70,77
3*4*5|1,12,85,51
1*3*4*5|1,18,71,47
2*3*4*5|1,9,63,46
1*2*3*4*5|1,13,46,39
|2,0,0,65
1|2,45,81,42
2|2,7,47,81
3|2,126,82,44
4|2,34,115,33
3*4|2,22,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,15,70,45
2|3,6,47,83
1*2|3,15,76,53
3|3,4,46,87
1*3|3,16,78,54
2*3|3,6,53,100
1*2*3|3,4,68,58
4|3,16,77,42
1*4|3,130,106,102
2*4|3,23,112,49
1*2*4|3,98,73,101
3*4|3,0,90,50
1*3*4|3,22,96,52
2*3*4|3,4,81,53
1*2*3*4|3,18,70,47
5|3,6,53,81
1*5|3,159,81,98
2*5|3,24,59,100
3*5|3,1,56,53
1*3*5|3,51,71,56
2*3*5|3,12,53,62
4*5|3,30,95,47
1*4*5|3,112,97,97
3*4*5|3,44,85,51
1*3*4*5|3,15,71,46
|4,0,0,65
1|4,14,70,44
2|4,9,49,83
1*2|4,19,81,53
3|4,8,46,87
1*3|4,3,78,54
2*3|4,3,53,99
1*2*3|4,34,70,58
4|4,7,77,42
1*4|4,76,106,102
2*4|4,33,95,49
1*2*4|4,108,95,101
3*4|4,20,89,50
1*3*4|4,25,96,52
2*3*4|4,23,83,53
1*2*3*4|4,26,70,47
5|4,24,59,81
1*5|4,62,81,98
3*5|4,37,61,98
1*3*5|4,62,71,99
4*5|4,73,93,97
1*4*5|4,33,97,96
3*4*5|4,116,84,97
1*3*4*5|4,79,71,77
|5,0,0,65
1|5,18,70,44
2|5,45,59,84
1*2|5,156,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,5,53,101
1*2*3|5,5,69,58
4|5,11,76,42
1*4|5,78,109,101
2*4|5,181,94,102
1*2*4|5,70,97,101
3*4|5,5,90,50
1*3*4|5,14,96,52
2*3*4|5,19,82,53
1*2*3*4|5,13,70,47
5|5,0,53,81
1*5|5,42,81,99
2*5|5,2,20,100
1*2*5|5,26,27,100
3*5|5,10,56,98
1*3*5|5,48,71,99
2*3*5|5,39,53,100
1*2*3*5|5,36,47,82
4*5|5,46,87,98
1*4*5|5,74,94,97
2*4*5|5,44,30,100
3*4*5|5,498,97,98
