node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,8,9,45
2|1,0,9,47
1*2|1,18,18,31
3|1,0,9,44
1*3|1,6,18,27
2*3|1,9,18,27
1*2*3|1,16,30,17
4|1,6,9,43
1*4|1,3,18,26
2*4|1,7,18,25
1*2*4|1,8,30,17
3*4|1,22,19,24
1*3*4|1,11,31,13
2*3*4|1,17,31,14
1*2*3*4|1,8,44,8
5|1,0,9,43
1*5|1,3,18,24
2*5|1,18,18,32
1*2*5|1,4,28,19
3*5|1,4,18,22
1*3*5|1,4,30,12
2*3*5|1,21,29,16
1*2*3*5|1,1,38,9
4*5|1,11,18,20
1*4*5|1,1,30,11
2*4*5|1,4,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,43,5
2*3*4*5|1,0,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,349,33,43
2|2,0,9,44
3|2,776,63,44
4|2,753,61,29
3*4|2,1543,117,24
5|2,0,9,43
2*5|2,6,18,31
|3,0,0,66
1|3,3,9,45
2|3,3,9,48
1*2|3,4,18,31
3|3,3,9,44
1*3|3,11,18,27
2*3|3,7,18,27
1*2*3|3,0,30,17
4|3,823,10,43
1*4|3,124,18,26
2*4|3,102,19,29
1*2*4|3,2,29,17
3*4|3,6,19,24
1*3*4|3,1,30,13
2*3*4|3,0,30,15
1*2*3*4|3,2,43,8
5|3,0,9,43
1*5|3,25,33,24
2*5|3,9,18,32
3*5|3,0,18,22
1*3*5|3,11,53,12
2*3*5|3,5,29,16
4*5|3,24,33,20
1*4*5|3,7,51,11
3*4*5|3,10,53,9
1*3*4*5|3,2,71,5
|4,0,0,66
1|4,3,9,45
2|4,1,9,48
1*2|4,31,20,31
3|4,1,9,44
1*3|4,6,18,27
2*3|4,5,18,27
1*2*3|4,13,32,17
4|4,65,9,43
1*4|4,13,17,26
2*4|4,18,19,29
1*2*4|4,5,29,17
3*4|4,8,17,24
1*3*4|4,5,30,13
2*3*4|4,9,33,15
1*2*3*4|4,0,43,8
5|4,61,18,43
1*5|4,10,26,24
3*5|4,35,34,22
1*3*5|4,13,47,12
4*5|4,11,31,20
1*4*5|4,11,49,11
3*4*5|4,1,46,9
1*3*4*5|4,3,70,5
|5,0,0,66
1|5,8,9,45
2|5,4,9,48
1*2|5,1,18,31
3|5,2,9,44
1*3|5,5,18,27
2*3|5,7,18,27
1*2*3|5,0,30,17
4|5,46,9,43
1*4|5,2,18,26
2*4|5,25,18,29
1*2*4|5,1,30,17
3*4|5,10,19,24
1*3*4|5,2,31,13
2*3*4|5,4,31,15
1*2*3*4|5,2,44,8
5|5,8,9,43
1*5|5,10,18,24
2*5|5,2,15,32
1*2*5|5,2,26,19
3*5|5,2,18,22
1*3*5|5,0,30,12
2*3*5|5,9,28,16
1*2*3*5|5,2,38,9
4*5|5,0,17,20
1*4*5|5,17,48,11
2*4*5|5,1,26,16
3*4*5|5,103,96,9
