node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,18,70,45
2|1,17,47,82
1*2|1,28,76,53
3|1,10,46,87
1*3|1,10,78,55
2*3|1,7,53,99
1*2*3|1,23,68,58
4|1,4,76,42
1*4|1,22,107,50
2*4|1,5,85,49
1*2*4|1,191,96,101
3*4|1,8,90,49
1*3*4|1,28,96,52
2*3*4|1,10,81,52
1*2*3*4|1,27,70,47
5|1,7,53,81
1*5|1,13,81,51
2*5|1,25,59,100
1*2*5|1,12,72,58
3*5|1,7,56,99
1*3*5|1,6,71,55
2*3*5|1,8,53,98
1*2*3*5|1,2,51,50
4*5|1,4,88,47
1*4*5|1,131,97,98
2*4*5|1,7,85,53
1*2*4*5|1,72,70,77
3*4*5|1,10,85,51
1*3*4*5|1,17,71,47
2*3*4*5|1,5,63,46
1*2*3*4*5|1,12,46,39
|2,0,0,65
1|2,20,81,42
2|2,7,47,81
3|2,98,82,44
4|2,17,115,33
3*4|2,19,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,18,70,45
2|3,6,47,83
1*2|3,14,76,53
3|3,4,46,87
1*3|3,16,78,54
2*3|3,7,53,100
1*2*3|3,2,68,58
4|3,11,77,42
1*4|3,129,106,102
2*4|3,15,112,49
1*2*4|3,98,73,101
3*4|3,0,90,50
1*3*4|3,19,96,52
2*3*4|3,3,81,53
1*2*3*4|3,17,70,47
5|3,6,53,81
1*5|3,123,81,98
2*5|3,22,59,100
3*5|3,1,56,53
1*3*5|3,34,71,56
2*3*5|3,9,53,62
4*5|3,9,95,47
1*4*5|3,106,97,97
3*4*5|3,31,85,51
1*3*4*5|3,11,71,46
|4,0,0,65
1|4,14,70,44
2|4,10,49,83
1*2|4,12,81,53
3|4,6,46,87
1*3|4,3,78,54
2*3|4,3,53,99
1*2*3|4,11,70,58
4|4,6,77,42
1*4|4,79,106,102
2*4|4,24,95,49
1*2*4|4,98,95,101
3*4|4,19,89,50
1*3*4|4,25,96,52
2*3*4|4,11,83,53
1*2*3*4|4,21,70,47
5|4,9,59,81
1*5|4,56,81,98
3*5|4,22,61,98
1*3*5|4,56,71,99
4*5|4,67,93,97
1*4*5|4,23,97,96
3*4*5|4,110,84,97
1*3*4*5|4,69,71,77
|5,0,0,65
1|5,16,70,44
2|5,33,59,84
1*2|5,143,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,4,53,101
1*2*3|5,5,69,58
4|5,6,76,42
1*4|5,80,109,101
2*4|5,165,94,102
1*2*4|5,61,97,101
3*4|5,4,90,50
1*3*4|5,14,96,52
2*3*4|5,3,82,53
1*2*3*4|5,10,70,47
5|5,0,53,81
1*5|5,41,81,99
2*5|5,2,20,100
1*2*5|5,25,27,100
3*5|5,9,56,98
1*3*5|5,43,71,99
2*3*5|5,32,53,100
1*2*3*5|5,33,47,82
4*5|5,43,87,98
1*4*5|5,35,94,97
2*4*5|5,44,30,100
3*4*5|5,371,97,98
