node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,1,79,57
2|1,3,58,110
1*2|1,7,79,59
3|1,14,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,6,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,7,92,53
1*2*4|1,159,113,112
3*4|1,9,94,51
1*3*4|1,17,115,52
2*3*4|1,4,94,53
1*2*3*4|1,25,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,6,60,112
1*2*5|1,3,81,58
3*5|1,2,61,108
1*3*5|1,4,82,57
2*3*5|1,4,61,110
1*2*3*5|1,3,82,58
4*5|1,0,94,52
1*4*5|1,112,115,110
2*4*5|1,6,94,53
1*2*4*5|1,100,115,112
3*4*5|1,5,96,52
1*3*4*5|1,21,117,52
2*3*4*5|1,7,96,53
1*2*3*4*5|1,19,117,53
|2,0,0,109
1|2,52,81,55
2|2,1,58,109
3|2,115,82,55
4|2,23,115,43
3*4|2,6,117,30
5|2,0,60,108
2*5|2,0,60,110
|3,0,0,109
1|3,2,79,57
2|3,3,58,111
1*2|3,1,79,58
3|3,4,59,108
1*3|3,1,80,56
2*3|3,1,59,109
1*2*3|3,4,80,58
4|3,14,93,52
1*4|3,115,112,109
2*4|3,21,114,53
1*2*4|3,98,81,112
3*4|3,0,94,52
1*3*4|3,17,115,52
2*3*4|3,5,94,53
1*2*3*4|3,21,115,53
5|3,7,60,108
1*5|3,121,81,108
2*5|3,28,60,112
3*5|3,0,61,58
1*3*5|3,44,82,56
2*3*5|3,5,61,65
4*5|3,27,98,52
1*4*5|3,102,115,109
3*4*5|3,40,96,52
1*3*4*5|3,16,117,52
|4,0,0,109
1|4,0,79,57
2|4,5,59,111
1*2|4,15,81,58
3|4,10,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,25,82,58
4|4,9,93,52
1*4|4,78,112,109
2*4|4,15,95,53
1*2*4|4,90,115,112
3*4|4,2,93,52
1*3*4|4,12,115,52
2*3*4|4,22,96,53
1*2*3*4|4,28,117,53
5|4,21,60,108
1*5|4,45,81,108
3*5|4,28,61,108
1*3*5|4,62,82,108
4*5|4,47,93,108
1*4*5|4,22,115,108
3*4*5|4,112,95,108
1*3*4*5|4,90,116,109
|5,0,0,109
1|5,3,79,57
2|5,42,60,112
1*2|5,129,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,3,59,110
1*2*3|5,2,81,59
4|5,8,92,52
1*4|5,64,113,108
2*4|5,182,94,112
1*2*4|5,64,115,112
3*4|5,5,94,52
1*3*4|5,12,115,52
2*3*4|5,23,95,53
1*2*3*4|5,15,116,53
5|5,0,60,108
1*5|5,18,81,109
2*5|5,6,20,112
1*2*5|5,8,27,112
3*5|5,1,61,108
1*3*5|5,46,82,108
2*3*5|5,31,61,112
1*2*3*5|5,39,82,112
4*5|5,55,93,109
1*4*5|5,61,113,109
2*4*5|5,29,30,112
3*4*5|5,500,116,109
