node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,6,70,45
2|1,2,47,82
1*2|1,22,76,53
3|1,22,46,87
1*3|1,7,78,55
2*3|1,9,53,99
1*2*3|1,22,68,58
4|1,2,76,42
1*4|1,8,107,50
2*4|1,5,85,49
1*2*4|1,85,96,101
3*4|1,2,90,49
1*3*4|1,8,96,52
2*3*4|1,27,81,52
1*2*3*4|1,7,70,47
5|1,0,53,81
1*5|1,3,81,51
2*5|1,8,59,100
1*2*5|1,7,72,58
3*5|1,19,56,99
1*3*5|1,10,71,55
2*3*5|1,10,53,98
1*2*3*5|1,8,51,50
4*5|1,12,88,47
1*4*5|1,33,97,98
2*4*5|1,8,85,53
1*2*4*5|1,19,70,77
3*4*5|1,6,85,51
1*3*4*5|1,5,71,47
2*3*4*5|1,62,63,46
1*2*3*4*5|1,5,46,39
|2,0,0,65
1|2,395,81,42
2|2,0,47,81
3|2,1269,82,44
4|2,711,115,33
3*4|2,1287,117,29
5|2,0,53,81
2*5|2,9,59,98
|3,0,0,65
1|3,4,70,45
2|3,4,47,83
1*2|3,14,76,53
3|3,19,46,87
1*3|3,7,78,54
2*3|3,8,53,100
1*2*3|3,2,68,58
4|3,602,77,42
1*4|3,146,106,102
2*4|3,419,112,49
1*2*4|3,53,73,101
3*4|3,1,90,50
1*3*4|3,3,96,52
2*3*4|3,50,81,53
1*2*3*4|3,2,70,47
5|3,0,53,81
1*5|3,62,81,98
2*5|3,3,59,100
3*5|3,12,56,53
1*3*5|3,42,71,56
2*3*5|3,10,53,62
4*5|3,45,95,47
1*4*5|3,71,97,97
3*4*5|3,23,85,51
1*3*4*5|3,12,71,46
|4,0,0,65
1|4,3,70,44
2|4,9,49,83
1*2|4,37,81,53
3|4,19,46,87
1*3|4,3,78,54
2*3|4,66,53,99
1*2*3|4,75,70,58
4|4,39,77,42
1*4|4,40,106,102
2*4|4,465,95,49
1*2*4|4,104,95,101
3*4|4,14,89,50
1*3*4|4,10,96,52
2*3*4|4,10,83,53
1*2*3*4|4,4,70,47
5|4,79,59,81
1*5|4,29,81,98
3*5|4,71,61,98
1*3*5|4,8,71,99
4*5|4,281,93,97
1*4*5|4,27,97,96
3*4*5|4,99,84,97
1*3*4*5|4,109,71,77
|5,0,0,65
1|5,6,70,44
2|5,68,59,84
1*2|5,101,81,103
3|5,31,46,87
1*3|5,10,78,54
2*3|5,21,53,101
1*2*3|5,26,69,58
4|5,26,76,42
1*4|5,76,109,101
2*4|5,396,94,102
1*2*4|5,41,97,101
3*4|5,8,90,50
1*3*4|5,1,96,52
2*3*4|5,22,82,53
1*2*3*4|5,15,70,47
5|5,0,53,81
1*5|5,18,81,99
2*5|5,0,20,100
1*2*5|5,12,27,100
3*5|5,13,56,98
1*3*5|5,13,71,99
2*3*5|5,30,53,100
1*2*3*5|5,13,47,82
4*5|5,41,87,98
1*4*5|5,38,94,97
2*4*5|5,11,30,100
3*4*5|5,555,97,98
