node,intermediate_visits,in_degree,out_degree
|1,0,0,113
1|1,0,9,57
2|1,0,9,64
1*2|1,2,18,35
3|1,0,9,55
1*3|1,0,18,28
2*3|1,0,18,29
1*2*3|1,1,35,17
4|1,0,9,53
1*4|1,0,19,27
2*4|1,1,18,32
1*2*4|1,0,35,17
3*4|1,12,19,25
1*3*4|1,0,37,13
2*3*4|1,6,36,15
1*2*3*4|1,0,69,8
5|1,0,9,51
1*5|1,0,18,25
2*5|1,22,18,35
1*2*5|1,0,33,19
3*5|1,0,18,23
1*3*5|1,0,35,12
2*3*5|1,30,34,17
1*2*3*5|1,0,63,9
4*5|1,0,18,21
1*4*5|1,0,36,11
2*4*5|1,0,33,16
1*2*4*5|1,0,61,9
3*4*5|1,0,36,9
1*3*4*5|1,0,69,5
2*3*4*5|1,0,63,7
1*2*3*4*5|1,0,117,4
|2,0,0,113
1|2,295,33,55
2|2,0,9,57
3|2,847,63,55
4|2,680,61,40
3*4|2,1481,117,27
5|2,0,9,51
2*5|2,27,18,35
|3,0,0,113
1|3,0,9,57
2|3,0,9,68
1*2|3,0,18,35
3|3,0,9,55
1*3|3,0,18,28
2*3|3,0,18,29
1*2*3|3,0,35,17
4|3,851,10,53
1*4|3,0,18,27
2*4|3,77,19,32
1*2*4|3,39,35,27
3*4|3,1,19,25
1*3*4|3,0,36,13
2*3*4|3,2,35,15
1*2*3*4|3,0,68,8
5|3,0,9,51
1*5|3,18,33,25
2*5|3,0,18,35
3*5|3,0,18,23
1*3*5|3,9,63,12
2*3*5|3,0,34,16
4*5|3,13,33,21
1*4*5|3,1,61,11
3*4*5|3,4,63,9
1*3*4*5|3,1,117,5
|4,0,0,113
1|4,0,9,57
2|4,2,9,65
1*2|4,38,20,35
3|4,0,9,55
1*3|4,0,18,28
2*3|4,0,18,29
1*2*3|4,5,37,17
4|4,52,10,53
1*4|4,0,19,27
2*4|4,115,20,32
1*2*4|4,0,34,17
3*4|4,0,18,25
1*3*4|4,0,37,13
2*3*4|4,13,37,15
1*2*3*4|4,0,70,8
5|4,85,18,51
1*5|4,11,28,25
3*5|4,25,34,23
1*3*5|4,12,55,12
4*5|4,3,31,21
1*4*5|4,6,60,11
3*4*5|4,1,53,9
1*3*4*5|4,4,109,5
|5,0,0,113
1|5,2,9,57
2|5,6,9,68
1*2|5,0,18,35
3|5,0,9,55
1*3|5,0,18,28
2*3|5,0,18,29
1*2*3|5,1,35,17
4|5,51,9,53
1*4|5,0,19,27
2*4|5,1,18,32
1*2*4|5,0,35,17
3*4|5,4,19,25
1*3*4|5,1,37,13
2*3*4|5,11,36,15
1*2*3*4|5,0,69,8
5|5,0,9,51
1*5|5,0,17,25
2*5|5,0,17,35
1*2*5|5,0,32,19
3*5|5,0,18,23
1*3*5|5,0,35,12
2*3*5|5,1,34,16
1*2*3*5|5,0,61,9
4*5|5,0,17,21
1*4*5|5,8,58,11
2*4*5|5,1,31,16
3*4*5|5,85,115,9
