node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,2,58,110
1*2|1,6,79,59
3|1,10,59,108
1*3|1,2,80,57
2*3|1,4,59,108
1*2*3|1,6,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,7,92,53
1*2*4|1,103,113,112
3*4|1,8,94,51
1*3*4|1,12,115,52
2*3*4|1,2,94,53
1*2*3*4|1,15,115,53
5|1,0,60,108
1*5|1,1,81,56
2*5|1,9,60,112
1*2*5|1,6,81,58
3*5|1,7,61,108
1*3*5|1,3,82,57
2*3*5|1,2,61,110
1*2*3*5|1,4,82,58
4*5|1,0,94,52
1*4*5|1,72,115,110
2*4*5|1,7,94,53
1*2*4*5|1,59,115,112
3*4*5|1,5,96,52
1*3*4*5|1,10,117,52
2*3*4*5|1,7,96,53
1*2*3*4*5|1,12,117,53
|2,0,0,109
1|2,55,81,55
2|2,1,58,109
3|2,341,82,55
4|2,131,115,43
3*4|2,79,117,30
5|2,0,60,108
2*5|2,1,60,110
|3,0,0,109
1|3,0,79,57
2|3,3,58,111
1*2|3,2,79,58
3|3,2,59,108
1*3|3,0,80,56
2*3|3,4,59,109
1*2*3|3,3,80,58
4|3,46,93,52
1*4|3,120,112,109
2*4|3,19,114,53
1*2*4|3,68,81,112
3*4|3,1,94,52
1*3*4|3,12,115,52
2*3*4|3,2,94,53
1*2*3*4|3,12,115,53
5|3,12,60,108
1*5|3,107,81,108
2*5|3,35,60,112
3*5|3,1,61,58
1*3*5|3,28,82,56
2*3*5|3,10,61,65
4*5|3,24,98,52
1*4*5|3,74,115,109
3*4*5|3,33,96,52
1*3*4*5|3,10,117,52
|4,0,0,109
1|4,0,79,57
2|4,5,59,111
1*2|4,15,81,58
3|4,6,59,108
1*3|4,0,80,57
2*3|4,4,59,108
1*2*3|4,31,82,58
4|4,14,93,52
1*4|4,98,112,109
2*4|4,14,95,53
1*2*4|4,86,115,112
3*4|4,3,93,52
1*3*4|4,10,115,52
2*3*4|4,17,96,53
1*2*3*4|4,14,117,53
5|4,23,60,108
1*5|4,43,81,108
3*5|4,28,61,108
1*3*5|4,44,82,108
4*5|4,60,93,108
1*4*5|4,18,115,108
3*4*5|4,98,95,108
1*3*4*5|4,98,116,109
|5,0,0,109
1|5,1,79,57
2|5,41,60,112
1*2|5,134,81,112
3|5,5,59,108
1*3|5,1,80,57
2*3|5,2,59,110
1*2*3|5,2,81,59
4|5,9,92,52
1*4|5,73,113,108
2*4|5,227,94,112
1*2*4|5,54,115,112
3*4|5,9,94,52
1*3*4|5,9,115,52
2*3*4|5,20,95,53
1*2*3*4|5,6,116,53
5|5,0,60,108
1*5|5,17,81,109
2*5|5,5,20,112
1*2*5|5,23,27,112
3*5|5,9,61,108
1*3*5|5,40,82,108
2*3*5|5,25,61,112
1*2*3*5|5,33,82,112
4*5|5,60,93,109
1*4*5|5,45,113,109
2*4*5|5,37,30,112
3*4*5|5,525,116,109
