node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,8,9,45
2|1,0,9,48
1*2|1,18,18,31
3|1,0,9,44
1*3|1,6,18,27
2*3|1,11,18,27
1*2*3|1,16,30,17
4|1,6,9,43
1*4|1,3,19,26
2*4|1,7,18,28
1*2*4|1,6,30,17
3*4|1,6,19,24
1*3*4|1,7,32,13
2*3*4|1,11,31,15
1*2*3*4|1,7,44,8
5|1,0,9,43
1*5|1,3,18,24
2*5|1,13,18,32
1*2*5|1,4,28,19
3*5|1,4,18,22
1*3*5|1,4,30,12
2*3*5|1,29,29,17
1*2*3*5|1,2,38,9
4*5|1,11,18,20
1*4*5|1,1,31,11
2*4*5|1,3,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,44,5
2*3*4*5|1,0,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,342,33,43
2|2,0,9,44
3|2,765,63,44
4|2,691,61,30
3*4|2,1614,117,26
5|2,0,9,43
2*5|2,6,18,32
|3,0,0,66
1|3,3,9,45
2|3,3,9,49
1*2|3,4,18,31
3|3,3,9,44
1*3|3,11,18,27
2*3|3,7,18,27
1*2*3|3,0,30,17
4|3,837,10,43
1*4|3,15,18,26
2*4|3,58,19,29
1*2*4|3,8,30,27
3*4|3,27,19,24
1*3*4|3,1,31,13
2*3*4|3,0,30,15
1*2*3*4|3,2,43,8
5|3,0,9,43
1*5|3,26,33,24
2*5|3,9,18,32
3*5|3,0,18,22
1*3*5|3,11,53,12
2*3*5|3,5,29,16
4*5|3,23,33,20
1*4*5|3,6,50,11
3*4*5|3,10,53,9
1*3*4*5|3,2,71,5
|4,0,0,66
1|4,3,9,45
2|4,2,9,48
1*2|4,22,20,31
3|4,1,9,44
1*3|4,2,18,27
2*3|4,4,18,27
1*2*3|4,13,32,17
4|4,30,10,43
1*4|4,12,19,26
2*4|4,124,20,29
1*2*4|4,5,29,17
3*4|4,6,18,24
1*3*4|4,5,32,13
2*3*4|4,7,32,15
1*2*3*4|4,0,45,8
5|4,60,18,43
1*5|4,11,28,24
3*5|4,37,34,22
1*3*5|4,13,48,12
4*5|4,10,31,20
1*4*5|4,10,50,11
3*4*5|4,1,46,9
1*3*4*5|4,3,70,5
|5,0,0,66
1|5,8,9,45
2|5,5,9,49
1*2|5,4,18,31
3|5,2,9,44
1*3|5,5,18,27
2*3|5,4,18,27
1*2*3|5,0,30,17
4|5,46,9,43
1*4|5,2,19,26
2*4|5,24,18,29
1*2*4|5,1,30,17
3*4|5,6,19,24
1*3*4|5,0,32,13
2*3*4|5,0,31,15
1*2*3*4|5,2,44,8
5|5,8,9,43
1*5|5,11,17,24
2*5|5,2,17,32
1*2*5|5,2,27,19
3*5|5,2,18,22
1*3*5|5,0,30,12
2*3*5|5,4,29,16
1*2*3*5|5,2,38,9
4*5|5,0,17,20
1*4*5|5,18,48,11
2*4*5|5,2,26,16
3*4*5|5,91,96,9
