node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,6,9,45
2|1,1,9,48
1*2|1,18,18,31
3|1,0,9,44
1*3|1,5,18,27
2*3|1,7,18,27
1*2*3|1,16,30,17
4|1,1,9,43
1*4|1,3,19,26
2*4|1,4,18,28
1*2*4|1,8,30,17
3*4|1,1,19,24
1*3*4|1,5,32,13
2*3*4|1,6,31,15
1*2*3*4|1,8,44,8
5|1,0,9,43
1*5|1,3,18,24
2*5|1,7,18,32
1*2*5|1,4,28,19
3*5|1,6,18,22
1*3*5|1,3,30,12
2*3*5|1,19,29,17
1*2*3*5|1,3,38,9
4*5|1,11,18,20
1*4*5|1,2,31,11
2*4*5|1,1,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,44,5
2*3*4*5|1,1,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,340,33,43
2|2,0,9,44
3|2,879,63,44
4|2,751,61,30
3*4|2,1481,117,26
5|2,0,9,43
2*5|2,13,18,32
|3,0,0,66
1|3,3,9,45
2|3,2,9,49
1*2|3,5,18,31
3|3,1,9,44
1*3|3,9,18,27
2*3|3,6,18,27
1*2*3|3,3,30,17
4|3,690,10,43
1*4|3,17,18,26
2*4|3,96,19,29
1*2*4|3,6,30,27
3*4|3,48,19,24
1*3*4|3,0,31,13
2*3*4|3,0,30,15
1*2*3*4|3,5,43,8
5|3,0,9,43
1*5|3,19,33,24
2*5|3,2,18,32
3*5|3,0,18,22
1*3*5|3,12,53,12
2*3*5|3,6,29,16
4*5|3,19,33,20
1*4*5|3,10,50,11
3*4*5|3,13,53,9
1*3*4*5|3,4,71,5
|4,0,0,66
1|4,3,9,45
2|4,2,9,48
1*2|4,18,20,31
3|4,1,9,44
1*3|4,8,18,27
2*3|4,2,18,27
1*2*3|4,15,32,17
4|4,72,10,43
1*4|4,7,19,26
2*4|4,204,20,29
1*2*4|4,6,29,17
3*4|4,9,18,24
1*3*4|4,8,32,13
2*3*4|4,9,32,15
1*2*3*4|4,2,45,8
5|4,60,18,43
1*5|4,21,28,24
3*5|4,25,34,22
1*3*5|4,14,48,12
4*5|4,6,31,20
1*4*5|4,9,50,11
3*4*5|4,2,46,9
1*3*4*5|4,6,70,5
|5,0,0,66
1|5,8,9,45
2|5,5,9,49
1*2|5,6,18,31
3|5,1,9,44
1*3|5,9,18,27
2*3|5,6,18,27
1*2*3|5,5,30,17
4|5,39,9,43
1*4|5,2,19,26
2*4|5,24,18,29
1*2*4|5,6,30,17
3*4|5,4,19,24
1*3*4|5,0,32,13
2*3*4|5,3,31,15
1*2*3*4|5,5,44,8
5|5,1,9,43
1*5|5,11,17,24
2*5|5,0,17,32
1*2*5|5,0,27,19
3*5|5,1,18,22
1*3*5|5,5,30,12
2*3*5|5,8,29,16
1*2*3*5|5,6,38,9
4*5|5,0,17,20
1*4*5|5,15,48,11
2*4*5|5,4,26,16
3*4*5|5,99,96,9
