node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,2,58,110
1*2|1,4,79,59
3|1,10,59,108
1*3|1,1,80,57
2*3|1,3,59,108
1*2*3|1,4,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,5,92,53
1*2*4|1,108,113,112
3*4|1,6,94,51
1*3*4|1,12,115,52
2*3*4|1,2,94,53
1*2*3*4|1,16,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,8,60,112
1*2*5|1,9,81,58
3*5|1,8,61,108
1*3*5|1,2,82,57
2*3*5|1,3,61,110
1*2*3*5|1,3,82,58
4*5|1,0,94,52
1*4*5|1,77,115,110
2*4*5|1,14,94,53
1*2*4*5|1,58,115,112
3*4*5|1,4,96,52
1*3*4*5|1,10,117,52
2*3*4*5|1,5,96,53
1*2*3*4*5|1,2,117,53
|2,0,0,109
1|2,25,81,55
2|2,0,58,109
3|2,270,82,55
4|2,64,115,43
3*4|2,41,117,30
5|2,0,60,108
2*5|2,1,60,110
|3,0,0,109
1|3,1,79,57
2|3,7,58,111
1*2|3,2,79,58
3|3,2,59,108
1*3|3,0,80,56
2*3|3,2,59,109
1*2*3|3,2,80,58
4|3,15,93,52
1*4|3,104,112,109
2*4|3,16,114,53
1*2*4|3,72,81,112
3*4|3,0,94,52
1*3*4|3,8,115,52
2*3*4|3,2,94,53
1*2*3*4|3,13,115,53
5|3,11,60,108
1*5|3,93,81,108
2*5|3,32,60,112
3*5|3,1,61,58
1*3*5|3,9,82,56
2*3*5|3,10,61,65
4*5|3,12,98,52
1*4*5|3,84,115,109
3*4*5|3,24,96,52
1*3*4*5|3,6,117,52
|4,0,0,109
1|4,0,79,57
2|4,3,59,111
1*2|4,13,81,58
3|4,5,59,108
1*3|4,0,80,57
2*3|4,4,59,108
1*2*3|4,14,82,58
4|4,6,93,52
1*4|4,86,112,109
2*4|4,11,95,53
1*2*4|4,85,115,112
3*4|4,1,93,52
1*3*4|4,10,115,52
2*3*4|4,13,96,53
1*2*3*4|4,7,117,53
5|4,24,60,108
1*5|4,37,81,108
3*5|4,20,61,108
1*3*5|4,40,82,108
4*5|4,58,93,108
1*4*5|4,13,115,108
3*4*5|4,101,95,108
1*3*4*5|4,92,116,109
|5,0,0,109
1|5,0,79,57
2|5,38,60,112
1*2|5,120,81,112
3|5,5,59,108
1*3|5,1,80,57
2*3|5,2,59,110
1*2*3|5,2,81,59
4|5,6,92,52
1*4|5,64,113,108
2*4|5,211,94,112
1*2*4|5,68,115,112
3*4|5,8,94,52
1*3*4|5,9,115,52
2*3*4|5,11,95,53
1*2*3*4|5,4,116,53
5|5,0,60,108
1*5|5,17,81,109
2*5|5,3,20,112
1*2*5|5,26,27,112
3*5|5,12,61,108
1*3*5|5,41,82,108
2*3*5|5,20,61,112
1*2*3*5|5,32,82,112
4*5|5,55,93,109
1*4*5|5,23,113,109
2*4*5|5,39,30,112
3*4*5|5,456,116,109
