node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,4,58,110
1*2|1,4,79,59
3|1,10,59,108
1*3|1,1,80,57
2*3|1,1,59,108
1*2*3|1,4,80,59
4|1,0,92,52
1*4|1,21,113,52
2*4|1,5,92,53
1*2*4|1,115,113,112
3*4|1,5,94,51
1*3*4|1,22,115,52
2*3*4|1,6,94,53
1*2*3*4|1,20,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,8,60,112
1*2*5|1,8,81,58
3*5|1,3,61,108
1*3*5|1,2,82,57
2*3*5|1,5,61,110
1*2*3*5|1,3,82,58
4*5|1,0,94,52
1*4*5|1,82,115,110
2*4*5|1,12,94,53
1*2*4*5|1,69,115,112
3*4*5|1,4,96,52
1*3*4*5|1,12,117,52
2*3*4*5|1,8,96,53
1*2*3*4*5|1,3,117,53
|2,0,0,109
1|2,15,81,55
2|2,1,58,109
3|2,139,82,55
4|2,16,115,43
3*4|2,5,117,30
5|2,0,60,108
2*5|2,1,60,110
|3,0,0,109
1|3,0,79,57
2|3,4,58,111
1*2|3,2,79,58
3|3,3,59,108
1*3|3,0,80,56
2*3|3,1,59,109
1*2*3|3,2,80,58
4|3,10,93,52
1*4|3,115,112,109
2*4|3,16,114,53
1*2*4|3,74,81,112
3*4|3,0,94,52
1*3*4|3,16,115,52
2*3*4|3,2,94,53
1*2*3*4|3,12,115,53
5|3,11,60,108
1*5|3,103,81,108
2*5|3,32,60,112
3*5|3,1,61,58
1*3*5|3,10,82,56
2*3*5|3,6,61,65
4*5|3,13,98,52
1*4*5|3,80,115,109
3*4*5|3,24,96,52
1*3*4*5|3,9,117,52
|4,0,0,109
1|4,0,79,57
2|4,5,59,111
1*2|4,6,81,58
3|4,6,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,6,82,58
4|4,7,93,52
1*4|4,98,112,109
2*4|4,7,95,53
1*2*4|4,86,115,112
3*4|4,2,93,52
1*3*4|4,17,115,52
2*3*4|4,13,96,53
1*2*3*4|4,7,117,53
5|4,6,60,108
1*5|4,45,81,108
3*5|4,22,61,108
1*3*5|4,51,82,108
4*5|4,62,93,108
1*4*5|4,15,115,108
3*4*5|4,99,95,108
1*3*4*5|4,100,116,109
|5,0,0,109
1|5,0,79,57
2|5,24,60,112
1*2|5,138,81,112
3|5,4,59,108
1*3|5,1,80,57
2*3|5,2,59,110
1*2*3|5,2,81,59
4|5,6,92,52
1*4|5,62,113,108
2*4|5,211,94,112
1*2*4|5,57,115,112
3*4|5,7,94,52
1*3*4|5,16,115,52
2*3*4|5,8,95,53
1*2*3*4|5,3,116,53
5|5,0,60,108
1*5|5,17,81,109
2*5|5,1,20,112
1*2*5|5,26,27,112
3*5|5,6,61,108
1*3*5|5,50,82,108
2*3*5|5,31,61,112
1*2*3*5|5,35,82,112
4*5|5,53,93,109
1*4*5|5,19,113,109
2*4*5|5,40,30,112
3*4*5|5,408,116,109
