node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,7,70,45
2|1,7,47,82
1*2|1,37,76,53
3|1,5,46,87
1*3|1,11,78,55
2*3|1,11,53,99
1*2*3|1,24,68,58
4|1,11,76,42
1*4|1,18,107,50
2*4|1,13,85,49
1*2*4|1,134,96,101
3*4|1,9,90,49
1*3*4|1,21,96,52
2*3*4|1,14,81,52
1*2*3*4|1,26,70,47
5|1,4,53,81
1*5|1,9,81,51
2*5|1,26,59,100
1*2*5|1,6,72,58
3*5|1,9,56,99
1*3*5|1,9,71,55
2*3*5|1,3,53,98
1*2*3*5|1,1,51,50
4*5|1,9,88,47
1*4*5|1,81,97,98
2*4*5|1,4,85,53
1*2*4*5|1,64,70,77
3*4*5|1,10,85,51
1*3*4*5|1,14,71,47
2*3*4*5|1,6,63,46
1*2*3*4*5|1,8,46,39
|2,0,0,65
1|2,12,81,42
2|2,0,47,81
3|2,250,82,44
4|2,58,115,33
3*4|2,49,117,29
5|2,0,53,81
2*5|2,6,59,98
|3,0,0,65
1|3,12,70,45
2|3,8,47,83
1*2|3,15,76,53
3|3,5,46,87
1*3|3,12,78,54
2*3|3,9,53,100
1*2*3|3,1,68,58
4|3,17,77,42
1*4|3,133,106,102
2*4|3,16,112,49
1*2*4|3,63,73,101
3*4|3,0,90,50
1*3*4|3,12,96,52
2*3*4|3,2,81,53
1*2*3*4|3,8,70,47
5|3,6,53,81
1*5|3,103,81,98
2*5|3,18,59,100
3*5|3,2,56,53
1*3*5|3,22,71,56
2*3*5|3,9,53,62
4*5|3,17,95,47
1*4*5|3,94,97,97
3*4*5|3,23,85,51
1*3*4*5|3,14,71,46
|4,0,0,65
1|4,4,70,44
2|4,7,49,83
1*2|4,20,81,53
3|4,8,46,87
1*3|4,2,78,54
2*3|4,0,53,99
1*2*3|4,12,70,58
4|4,7,77,42
1*4|4,83,106,102
2*4|4,23,95,49
1*2*4|4,91,95,101
3*4|4,16,89,50
1*3*4|4,20,96,52
2*3*4|4,12,83,53
1*2*3*4|4,11,70,47
5|4,20,59,81
1*5|4,46,81,98
3*5|4,27,61,98
1*3*5|4,26,71,99
4*5|4,84,93,97
1*4*5|4,37,97,96
3*4*5|4,104,84,97
1*3*4*5|4,71,71,77
|5,0,0,65
1|5,10,70,44
2|5,24,59,84
1*2|5,113,81,103
3|5,6,46,87
1*3|5,7,78,54
2*3|5,9,53,101
1*2*3|5,2,69,58
4|5,10,76,42
1*4|5,82,109,101
2*4|5,185,94,102
1*2*4|5,68,97,101
3*4|5,8,90,50
1*3*4|5,6,96,52
2*3*4|5,5,82,53
1*2*3*4|5,5,70,47
5|5,6,53,81
1*5|5,30,81,99
2*5|5,2,20,100
1*2*5|5,18,27,100
3*5|5,6,56,98
1*3*5|5,28,71,99
2*3*5|5,19,53,100
1*2*3*5|5,25,47,82
4*5|5,52,87,98
1*4*5|5,29,94,97
2*4*5|5,38,30,100
3*4*5|5,414,97,98
