node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,2,58,110
1*2|1,2,79,59
3|1,11,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,2,80,59
4|1,0,92,52
1*4|1,17,113,52
2*4|1,3,92,53
1*2*4|1,233,113,112
3*4|1,15,94,51
1*3*4|1,16,115,52
2*3*4|1,1,94,53
1*2*3*4|1,18,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,7,60,112
1*2*5|1,5,81,58
3*5|1,1,61,108
1*3*5|1,0,82,57
2*3*5|1,2,61,110
1*2*3*5|1,1,82,58
4*5|1,0,94,52
1*4*5|1,162,115,110
2*4*5|1,4,94,53
1*2*4*5|1,115,115,112
3*4*5|1,0,96,52
1*3*4*5|1,17,117,52
2*3*4*5|1,2,96,53
1*2*3*4*5|1,15,117,53
|2,0,0,109
1|2,12,81,55
2|2,1,58,109
3|2,25,82,55
4|2,12,115,43
3*4|2,5,117,30
5|2,0,60,108
2*5|2,1,60,110
|3,0,0,109
1|3,4,79,57
2|3,2,58,111
1*2|3,1,79,58
3|3,6,59,108
1*3|3,0,80,56
2*3|3,2,59,109
1*2*3|3,1,80,58
4|3,13,93,52
1*4|3,154,112,109
2*4|3,9,114,53
1*2*4|3,116,81,112
3*4|3,0,94,52
1*3*4|3,14,115,52
2*3*4|3,1,94,53
1*2*3*4|3,19,115,53
5|3,19,60,108
1*5|3,114,81,108
2*5|3,14,60,112
3*5|3,0,61,58
1*3*5|3,16,82,56
2*3*5|3,3,61,65
4*5|3,0,98,52
1*4*5|3,128,115,109
3*4*5|3,14,96,52
1*3*4*5|3,8,117,52
|4,0,0,109
1|4,0,79,57
2|4,5,59,111
1*2|4,3,81,58
3|4,11,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,3,82,58
4|4,13,93,52
1*4|4,88,112,109
2*4|4,5,95,53
1*2*4|4,94,115,112
3*4|4,0,93,52
1*3*4|4,12,115,52
2*3*4|4,3,96,53
1*2*3*4|4,21,117,53
5|4,0,60,108
1*5|4,53,81,108
3*5|4,4,61,108
1*3*5|4,63,82,108
4*5|4,47,93,108
1*4*5|4,1,115,108
3*4*5|4,104,95,108
1*3*4*5|4,51,116,109
|5,0,0,109
1|5,1,79,57
2|5,19,60,112
1*2|5,87,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,1,59,110
1*2*3|5,1,81,59
4|5,4,92,52
1*4|5,70,113,108
2*4|5,90,94,112
1*2*4|5,49,115,112
3*4|5,6,94,52
1*3*4|5,11,115,52
2*3*4|5,3,95,53
1*2*3*4|5,8,116,53
5|5,0,60,108
1*5|5,16,81,109
2*5|5,0,20,112
1*2*5|5,8,27,112
3*5|5,1,61,108
1*3*5|5,24,82,108
2*3*5|5,13,61,112
1*2*3*5|5,22,82,112
4*5|5,24,93,109
1*4*5|5,10,113,109
2*4*5|5,8,30,112
3*4*5|5,260,116,109
