node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,5,58,110
1*2|1,3,79,59
3|1,4,59,108
1*3|1,1,80,57
2*3|1,1,59,108
1*2*3|1,2,80,59
4|1,0,92,52
1*4|1,23,113,52
2*4|1,5,92,53
1*2*4|1,228,113,112
3*4|1,17,94,51
1*3*4|1,21,115,52
2*3*4|1,3,94,53
1*2*3*4|1,14,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,6,60,112
1*2*5|1,2,81,58
3*5|1,1,61,108
1*3*5|1,0,82,57
2*3*5|1,3,61,110
1*2*3*5|1,1,82,58
4*5|1,0,94,52
1*4*5|1,152,115,110
2*4*5|1,0,94,53
1*2*4*5|1,134,115,112
3*4*5|1,0,96,52
1*3*4*5|1,14,117,52
2*3*4*5|1,1,96,53
1*2*3*4*5|1,11,117,53
|2,0,0,109
1|2,0,81,55
2|2,1,58,109
3|2,16,82,55
4|2,8,115,43
3*4|2,6,117,30
5|2,0,60,108
2*5|2,2,60,110
|3,0,0,109
1|3,5,79,57
2|3,3,58,111
1*2|3,1,79,58
3|3,2,59,108
1*3|3,0,80,56
2*3|3,1,59,109
1*2*3|3,1,80,58
4|3,11,93,52
1*4|3,143,112,109
2*4|3,13,114,53
1*2*4|3,114,81,112
3*4|3,0,94,52
1*3*4|3,10,115,52
2*3*4|3,2,94,53
1*2*3*4|3,12,115,53
5|3,13,60,108
1*5|3,114,81,108
2*5|3,14,60,112
3*5|3,1,61,58
1*3*5|3,15,82,56
2*3*5|3,3,61,65
4*5|3,5,98,52
1*4*5|3,144,115,109
3*4*5|3,13,96,52
1*3*4*5|3,11,117,52
|4,0,0,109
1|4,0,79,57
2|4,6,59,111
1*2|4,5,81,58
3|4,10,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,3,82,58
4|4,11,93,52
1*4|4,70,112,109
2*4|4,3,95,53
1*2*4|4,110,115,112
3*4|4,0,93,52
1*3*4|4,11,115,52
2*3*4|4,6,96,53
1*2*3*4|4,13,117,53
5|4,0,60,108
1*5|4,42,81,108
3*5|4,4,61,108
1*3*5|4,69,82,108
4*5|4,38,93,108
1*4*5|4,4,115,108
3*4*5|4,119,95,108
1*3*4*5|4,60,116,109
|5,0,0,109
1|5,1,79,57
2|5,19,60,112
1*2|5,69,81,112
3|5,4,59,108
1*3|5,0,80,57
2*3|5,3,59,110
1*2*3|5,1,81,59
4|5,2,92,52
1*4|5,61,113,108
2*4|5,96,94,112
1*2*4|5,61,115,112
3*4|5,5,94,52
1*3*4|5,14,115,52
2*3*4|5,6,95,53
1*2*3*4|5,8,116,53
5|5,0,60,108
1*5|5,14,81,109
2*5|5,0,20,112
1*2*5|5,8,27,112
3*5|5,3,61,108
1*3*5|5,37,82,108
2*3*5|5,13,61,112
1*2*3*5|5,19,82,112
4*5|5,21,93,109
1*4*5|5,8,113,109
2*4*5|5,9,30,112
3*4*5|5,222,116,109
