node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,2,58,110
1*2|1,7,79,59
3|1,15,59,108
1*3|1,0,80,57
2*3|1,1,59,108
1*2*3|1,4,80,59
4|1,0,92,52
1*4|1,15,113,52
2*4|1,6,92,53
1*2*4|1,142,113,112
3*4|1,9,94,51
1*3*4|1,13,115,52
2*3*4|1,26,94,53
1*2*3*4|1,12,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,5,60,112
1*2*5|1,7,81,58
3*5|1,0,61,108
1*3*5|1,5,82,57
2*3*5|1,8,61,110
1*2*3*5|1,7,82,58
4*5|1,0,94,52
1*4*5|1,106,115,110
2*4*5|1,3,94,53
1*2*4*5|1,58,115,112
3*4*5|1,5,96,52
1*3*4*5|1,13,117,52
2*3*4*5|1,27,96,53
1*2*3*4*5|1,9,117,53
|2,0,0,109
1|2,84,81,55
2|2,1,58,109
3|2,319,82,55
4|2,107,115,43
3*4|2,106,117,30
5|2,0,60,108
2*5|2,3,60,110
|3,0,0,109
1|3,1,79,57
2|3,1,58,111
1*2|3,5,79,58
3|3,7,59,108
1*3|3,0,80,56
2*3|3,1,59,109
1*2*3|3,6,80,58
4|3,47,93,52
1*4|3,127,112,109
2*4|3,135,114,53
1*2*4|3,75,81,112
3*4|3,0,94,52
1*3*4|3,12,115,52
2*3*4|3,11,94,53
1*2*3*4|3,8,115,53
5|3,3,60,108
1*5|3,117,81,108
2*5|3,12,60,112
3*5|3,0,61,58
1*3*5|3,49,82,56
2*3*5|3,7,61,65
4*5|3,60,98,52
1*4*5|3,96,115,109
3*4*5|3,35,96,52
1*3*4*5|3,18,117,52
|4,0,0,109
1|4,0,79,57
2|4,3,59,111
1*2|4,22,81,58
3|4,7,59,108
1*3|4,0,80,57
2*3|4,24,59,108
1*2*3|4,36,82,58
4|4,12,93,52
1*4|4,60,112,109
2*4|4,138,95,53
1*2*4|4,107,115,112
3*4|4,0,93,52
1*3*4|4,18,115,52
2*3*4|4,13,96,53
1*2*3*4|4,18,117,53
5|4,18,60,108
1*5|4,37,81,108
3*5|4,19,61,108
1*3*5|4,39,82,108
4*5|4,104,93,108
1*4*5|4,20,115,108
3*4*5|4,103,95,108
1*3*4*5|4,89,116,109
|5,0,0,109
1|5,1,79,57
2|5,56,60,112
1*2|5,125,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,2,59,110
1*2*3|5,24,81,59
4|5,5,92,52
1*4|5,70,113,108
2*4|5,204,94,112
1*2*4|5,36,115,112
3*4|5,3,94,52
1*3*4|5,6,115,52
2*3*4|5,58,95,53
1*2*3*4|5,11,116,53
5|5,0,60,108
1*5|5,12,81,109
2*5|5,0,20,112
1*2*5|5,5,27,112
3*5|5,1,61,108
1*3*5|5,35,82,108
2*3*5|5,20,61,112
1*2*3*5|5,21,82,112
4*5|5,39,93,109
1*4*5|5,64,113,109
2*4*5|5,8,30,112
3*4*5|5,659,116,109
