node,intermediate_visits,in_degree,out_degree
|1,0,0,66
1|1,14,9,45
2|1,3,9,48
1*2|1,9,18,31
3|1,0,9,44
1*3|1,8,18,27
2*3|1,16,18,27
1*2*3|1,7,30,17
4|1,11,9,43
1*4|1,9,19,26
2*4|1,12,18,28
1*2*4|1,4,30,17
3*4|1,16,19,24
1*3*4|1,7,32,13
2*3*4|1,18,31,15
1*2*3*4|1,1,44,8
5|1,5,9,43
1*5|1,4,18,24
2*5|1,19,18,32
1*2*5|1,1,28,19
3*5|1,5,18,22
1*3*5|1,3,30,12
2*3*5|1,46,29,17
1*2*3*5|1,1,38,9
4*5|1,7,18,20
1*4*5|1,2,31,11
2*4*5|1,3,28,16
1*2*4*5|1,0,36,9
3*4*5|1,1,31,9
1*3*4*5|1,0,44,5
2*3*4*5|1,0,38,7
1*2*3*4*5|1,0,46,4
|2,0,0,66
1|2,320,33,43
2|2,0,9,44
3|2,776,63,44
4|2,722,61,30
3*4|2,1514,117,26
5|2,0,9,43
2*5|2,21,18,32
|3,0,0,66
1|3,4,9,45
2|3,7,9,49
1*2|3,2,18,31
3|3,5,9,44
1*3|3,9,18,27
2*3|3,5,18,27
1*2*3|3,1,30,17
4|3,775,10,43
1*4|3,16,18,26
2*4|3,89,19,29
1*2*4|3,40,30,27
3*4|3,14,19,24
1*3*4|3,0,31,13
2*3*4|3,0,30,15
1*2*3*4|3,0,43,8
5|3,0,9,43
1*5|3,27,33,24
2*5|3,11,18,32
3*5|3,1,18,22
1*3*5|3,8,53,12
2*3*5|3,5,29,16
4*5|3,23,33,20
1*4*5|3,2,50,11
3*4*5|3,7,53,9
1*3*4*5|3,1,71,5
|4,0,0,66
1|4,3,9,45
2|4,1,9,48
1*2|4,42,20,31
3|4,4,9,44
1*3|4,4,18,27
2*3|4,4,18,27
1*2*3|4,9,32,17
4|4,81,10,43
1*4|4,15,19,26
2*4|4,239,20,29
1*2*4|4,1,29,17
3*4|4,8,18,24
1*3*4|4,0,32,13
2*3*4|4,17,32,15
1*2*3*4|4,0,45,8
5|4,71,18,43
1*5|4,12,28,24
3*5|4,39,34,22
1*3*5|4,13,48,12
4*5|4,16,31,20
1*4*5|4,7,50,11
3*4*5|4,3,46,9
1*3*4*5|4,4,70,5
|5,0,0,66
1|5,6,9,45
2|5,4,9,49
1*2|5,7,18,31
3|5,4,9,44
1*3|5,4,18,27
2*3|5,6,18,27
1*2*3|5,0,30,17
4|5,60,9,43
1*4|5,7,19,26
2*4|5,12,18,29
1*2*4|5,0,30,17
3*4|5,7,19,24
1*3*4|5,1,32,13
2*3*4|5,11,31,15
1*2*3*4|5,0,44,8
5|5,13,9,43
1*5|5,12,17,24
2*5|5,1,17,32
1*2*5|5,4,27,19
3*5|5,7,18,22
1*3*5|5,0,30,12
2*3*5|5,4,29,16
1*2*3*5|5,0,38,9
4*5|5,0,17,20
1*4*5|5,9,48,11
2*4*5|5,1,26,16
3*4*5|5,85,96,9
