node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,7,47,82
1*2|1,9,76,53
3|1,6,46,87
1*3|1,6,78,55
2*3|1,23,53,99
1*2*3|1,25,68,58
4|1,4,76,42
1*4|1,20,107,50
2*4|1,7,85,49
1*2*4|1,130,96,101
3*4|1,9,90,49
1*3*4|1,15,96,52
2*3*4|1,10,81,52
1*2*3*4|1,21,70,47
5|1,2,53,81
1*5|1,17,81,51
2*5|1,25,59,100
1*2*5|1,8,72,58
3*5|1,11,56,99
1*3*5|1,8,71,55
2*3*5|1,3,53,98
1*2*3*5|1,4,51,50
4*5|1,6,88,47
1*4*5|1,83,97,98
2*4*5|1,14,85,53
1*2*4*5|1,52,70,77
3*4*5|1,14,85,51
1*3*4*5|1,8,71,47
2*3*4*5|1,7,63,46
1*2*3*4*5|1,9,46,39
|2,0,0,65
1|2,52,81,42
2|2,6,47,81
3|2,369,82,44
4|2,146,115,33
3*4|2,97,117,29
5|2,1,53,81
2*5|2,12,59,98
|3,0,0,65
1|3,15,70,45
2|3,6,47,83
1*2|3,12,76,53
3|3,2,46,87
1*3|3,10,78,54
2*3|3,7,53,100
1*2*3|3,3,68,58
4|3,47,77,42
1*4|3,137,106,102
2*4|3,19,112,49
1*2*4|3,71,73,101
3*4|3,1,90,50
1*3*4|3,14,96,52
2*3*4|3,4,81,53
1*2*3*4|3,12,70,47
5|3,11,53,81
1*5|3,108,81,98
2*5|3,32,59,100
3*5|3,10,56,53
1*3*5|3,41,71,56
2*3*5|3,14,53,62
4*5|3,36,95,47
1*4*5|3,86,97,97
3*4*5|3,32,85,51
1*3*4*5|3,10,71,46
|4,0,0,65
1|4,14,70,44
2|4,9,49,83
1*2|4,17,81,53
3|4,3,46,87
1*3|4,3,78,54
2*3|4,4,53,99
1*2*3|4,36,70,58
4|4,13,77,42
1*4|4,85,106,102
2*4|4,30,95,49
1*2*4|4,92,95,101
3*4|4,21,89,50
1*3*4|4,15,96,52
2*3*4|4,11,83,53
1*2*3*4|4,13,70,47
5|4,24,59,81
1*5|4,55,81,98
3*5|4,43,61,98
1*3*5|4,53,71,99
4*5|4,88,93,97
1*4*5|4,30,97,96
3*4*5|4,101,84,97
1*3*4*5|4,96,71,77
|5,0,0,65
1|5,17,70,44
2|5,48,59,84
1*2|5,155,81,103
3|5,4,46,87
1*3|5,10,78,54
2*3|5,4,53,101
1*2*3|5,3,69,58
4|5,12,76,42
1*4|5,86,109,101
2*4|5,217,94,102
1*2*4|5,58,97,101
3*4|5,9,90,50
1*3*4|5,11,96,52
2*3*4|5,15,82,53
1*2*3*4|5,6,70,47
5|5,0,53,81
1*5|5,40,81,99
2*5|5,1,20,100
1*2*5|5,37,27,100
3*5|5,10,56,98
1*3*5|5,43,71,99
2*3*5|5,34,53,100
1*2*3*5|5,31,47,82
4*5|5,53,87,98
1*4*5|5,55,94,97
2*4*5|5,50,30,100
3*4*5|5,532,97,98
