node,intermediate_visits,in_degree,out_degree
|1,0,0,109
1|1,0,79,57
2|1,2,58,110
1*2|1,6,79,59
3|1,11,59,108
1*3|1,1,80,57
2*3|1,0,59,108
1*2*3|1,0,80,59
4|1,0,92,52
1*4|1,19,113,52
2*4|1,7,92,53
1*2*4|1,214,113,112
3*4|1,7,94,51
1*3*4|1,16,115,52
2*3*4|1,0,94,53
1*2*3*4|1,19,115,53
5|1,0,60,108
1*5|1,0,81,56
2*5|1,8,60,112
1*2*5|1,2,81,58
3*5|1,2,61,108
1*3*5|1,0,82,57
2*3*5|1,4,61,110
1*2*3*5|1,1,82,58
4*5|1,0,94,52
1*4*5|1,153,115,110
2*4*5|1,1,94,53
1*2*4*5|1,119,115,112
3*4*5|1,0,96,52
1*3*4*5|1,17,117,52
2*3*4*5|1,2,96,53
1*2*3*4*5|1,9,117,53
|2,0,0,109
1|2,0,81,55
2|2,0,58,109
3|2,12,82,55
4|2,8,115,43
3*4|2,8,117,30
5|2,0,60,108
2*5|2,2,60,110
|3,0,0,109
1|3,5,79,57
2|3,3,58,111
1*2|3,2,79,58
3|3,5,59,108
1*3|3,0,80,56
2*3|3,0,59,109
1*2*3|3,0,80,58
4|3,7,93,52
1*4|3,146,112,109
2*4|3,16,114,53
1*2*4|3,99,81,112
3*4|3,0,94,52
1*3*4|3,16,115,52
2*3*4|3,0,94,53
1*2*3*4|3,12,115,53
5|3,7,60,108
1*5|3,118,81,108
2*5|3,17,60,112
3*5|3,0,61,58
1*3*5|3,10,82,56
2*3*5|3,1,61,65
4*5|3,6,98,52
1*4*5|3,134,115,109
3*4*5|3,11,96,52
1*3*4*5|3,12,117,52
|4,0,0,109
1|4,0,79,57
2|4,3,59,111
1*2|4,11,81,58
3|4,11,59,108
1*3|4,0,80,57
2*3|4,0,59,108
1*2*3|4,0,82,58
4|4,4,93,52
1*4|4,74,112,109
2*4|4,7,95,53
1*2*4|4,88,115,112
3*4|4,0,93,52
1*3*4|4,12,115,52
2*3*4|4,1,96,53
1*2*3*4|4,19,117,53
5|4,0,60,108
1*5|4,53,81,108
3*5|4,4,61,108
1*3*5|4,63,82,108
4*5|4,49,93,108
1*4*5|4,20,115,108
3*4*5|4,112,95,108
1*3*4*5|4,62,116,109
|5,0,0,109
1|5,1,79,57
2|5,16,60,112
1*2|5,79,81,112
3|5,9,59,108
1*3|5,0,80,57
2*3|5,2,59,110
1*2*3|5,1,81,59
4|5,2,92,52
1*4|5,67,113,108
2*4|5,97,94,112
1*2*4|5,58,115,112
3*4|5,3,94,52
1*3*4|5,10,115,52
2*3*4|5,4,95,53
1*2*3*4|5,7,116,53
5|5,0,60,108
1*5|5,15,81,109
2*5|5,0,20,112
1*2*5|5,8,27,112
3*5|5,2,61,108
1*3*5|5,27,82,108
2*3*5|5,14,61,112
1*2*3*5|5,22,82,112
4*5|5,25,93,109
1*4*5|5,15,113,109
2*4*5|5,10,30,112
3*4*5|5,239,116,109
