node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,19,70,45
2|1,9,47,82
1*2|1,8,76,53
3|1,9,46,87
1*3|1,5,78,55
2*3|1,17,53,99
1*2*3|1,21,68,58
4|1,4,76,42
1*4|1,21,107,50
2*4|1,4,85,49
1*2*4|1,105,96,101
3*4|1,9,90,49
1*3*4|1,10,96,52
2*3*4|1,7,81,52
1*2*3*4|1,13,70,47
5|1,7,53,81
1*5|1,16,81,51
2*5|1,31,59,100
1*2*5|1,8,72,58
3*5|1,10,56,99
1*3*5|1,5,71,55
2*3*5|1,1,53,98
1*2*3*5|1,2,51,50
4*5|1,6,88,47
1*4*5|1,66,97,98
2*4*5|1,13,85,53
1*2*4*5|1,59,70,77
3*4*5|1,11,85,51
1*3*4*5|1,6,71,47
2*3*4*5|1,4,63,46
1*2*3*4*5|1,7,46,39
|2,0,0,65
1|2,24,81,42
2|2,6,47,81
3|2,291,82,44
4|2,62,115,33
3*4|2,37,117,29
5|2,2,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,24,70,45
2|3,7,47,83
1*2|3,11,76,53
3|3,4,46,87
1*3|3,8,78,54
2*3|3,7,53,100
1*2*3|3,2,68,58
4|3,12,77,42
1*4|3,131,106,102
2*4|3,12,112,49
1*2*4|3,64,73,101
3*4|3,0,90,50
1*3*4|3,9,96,52
2*3*4|3,1,81,53
1*2*3*4|3,8,70,47
5|3,8,53,81
1*5|3,92,81,98
2*5|3,20,59,100
3*5|3,10,56,53
1*3*5|3,18,71,56
2*3*5|3,9,53,62
4*5|3,18,95,47
1*4*5|3,69,97,97
3*4*5|3,15,85,51
1*3*4*5|3,9,71,46
|4,0,0,65
1|4,14,70,44
2|4,11,49,83
1*2|4,11,81,53
3|4,10,46,87
1*3|4,3,78,54
2*3|4,0,53,99
1*2*3|4,9,70,58
4|4,4,77,42
1*4|4,84,106,102
2*4|4,21,95,49
1*2*4|4,83,95,101
3*4|4,16,89,50
1*3*4|4,8,96,52
2*3*4|4,2,83,53
1*2*3*4|4,10,70,47
5|4,20,59,81
1*5|4,58,81,98
3*5|4,20,61,98
1*3*5|4,36,71,99
4*5|4,79,93,97
1*4*5|4,24,97,96
3*4*5|4,99,84,97
1*3*4*5|4,97,71,77
|5,0,0,65
1|5,17,70,44
2|5,47,59,84
1*2|5,158,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,3,53,101
1*2*3|5,2,69,58
4|5,11,76,42
1*4|5,91,109,101
2*4|5,214,94,102
1*2*4|5,52,97,101
3*4|5,5,90,50
1*3*4|5,7,96,52
2*3*4|5,2,82,53
1*2*3*4|5,6,70,47
5|5,2,53,81
1*5|5,38,81,99
2*5|5,1,20,100
1*2*5|5,24,27,100
3*5|5,8,56,98
1*3*5|5,28,71,99
2*3*5|5,24,53,100
1*2*3*5|5,34,47,82
4*5|5,62,87,98
1*4*5|5,29,94,97
2*4*5|5,43,30,100
3*4*5|5,407,97,98
