node,intermediate_visits,in_degree,out_degree
|1,0,0,65
1|1,18,70,45
2|1,4,47,82
1*2|1,7,76,53
3|1,10,46,87
1*3|1,5,78,55
2*3|1,14,53,99
1*2*3|1,17,68,58
4|1,4,76,42
1*4|1,6,107,50
2*4|1,3,85,49
1*2*4|1,83,96,101
3*4|1,2,90,49
1*3*4|1,1,96,52
2*3*4|1,6,81,52
1*2*3*4|1,5,70,47
5|1,0,53,81
1*5|1,12,81,51
2*5|1,14,59,100
1*2*5|1,5,72,58
3*5|1,3,56,99
1*3*5|1,3,71,55
2*3*5|1,9,53,98
1*2*3*5|1,2,51,50
4*5|1,6,88,47
1*4*5|1,44,97,98
2*4*5|1,7,85,53
1*2*4*5|1,25,70,77
3*4*5|1,9,85,51
1*3*4*5|1,0,71,47
2*3*4*5|1,4,63,46
1*2*3*4*5|1,5,46,39
|2,0,0,65
1|2,69,81,42
2|2,6,47,81
3|2,442,82,44
4|2,191,115,33
3*4|2,58,117,29
5|2,1,53,81
2*5|2,11,59,98
|3,0,0,65
1|3,20,70,45
2|3,4,47,83
1*2|3,10,76,53
3|3,4,46,87
1*3|3,8,78,54
2*3|3,7,53,100
1*2*3|3,2,68,58
4|3,22,77,42
1*4|3,98,106,102
2*4|3,14,112,49
1*2*4|3,53,73,101
3*4|3,0,90,50
1*3*4|3,1,96,52
2*3*4|3,1,81,53
1*2*3*4|3,6,70,47
5|3,0,53,81
1*5|3,69,81,98
2*5|3,15,59,100
3*5|3,10,56,53
1*3*5|3,7,71,56
2*3*5|3,10,53,62
4*5|3,12,95,47
1*4*5|3,45,97,97
3*4*5|3,8,85,51
1*3*4*5|3,1,71,46
|4,0,0,65
1|4,14,70,44
2|4,6,49,83
1*2|4,16,81,53
3|4,6,46,87
1*3|4,2,78,54
2*3|4,0,53,99
1*2*3|4,7,70,58
4|4,3,77,42
1*4|4,69,106,102
2*4|4,24,95,49
1*2*4|4,77,95,101
3*4|4,15,89,50
1*3*4|4,2,96,52
2*3*4|4,5,83,53
1*2*3*4|4,7,70,47
5|4,14,59,81
1*5|4,32,81,98
3*5|4,15,61,98
1*3*5|4,22,71,99
4*5|4,99,93,97
1*4*5|4,19,97,96
3*4*5|4,127,84,97
1*3*4*5|4,99,71,77
|5,0,0,65
1|5,16,70,44
2|5,50,59,84
1*2|5,154,81,103
3|5,8,46,87
1*3|5,8,78,54
2*3|5,8,53,101
1*2*3|5,1,69,58
4|5,7,76,42
1*4|5,88,109,101
2*4|5,244,94,102
1*2*4|5,42,97,101
3*4|5,0,90,50
1*3*4|5,2,96,52
2*3*4|5,2,82,53
1*2*3*4|5,5,70,47
5|5,0,53,81
1*5|5,25,81,99
2*5|5,1,20,100
1*2*5|5,17,27,100
3*5|5,8,56,98
1*3*5|5,28,71,99
2*3*5|5,23,53,100
1*2*3*5|5,18,47,82
4*5|5,44,87,98
1*4*5|5,17,94,97
2*4*5|5,37,30,100
3*4*5|5,474,97,98
