node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,16,49,31
2|1,16,33,58
1*2|1,32,55,38
3|1,0,30,61
1*3|1,10,54,39
2*3|1,5,36,71
1*2*3|1,23,49,42
4|1,14,54,30
1*4|1,19,77,36
2*4|1,3,62,36
1*2*4|1,181,72,73
3*4|1,0,63,35
1*3*4|1,25,71,38
2*3*4|1,36,59,38
1*2*3*4|1,17,54,34
5|1,5,37,57
1*5|1,14,58,36
2*5|1,18,42,73
1*2*5|1,8,52,42
3*5|1,4,38,71
1*3*5|1,13,51,39
2*3*5|1,10,37,71
1*2*3*5|1,10,39,36
4*5|1,4,64,34
1*4*5|1,132,73,72
2*4*5|1,2,63,39
1*2*4*5|1,65,55,56
3*4*5|1,5,62,37
1*3*4*5|1,16,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,20,37,28
|2,0,0,44
1|2,18,49,31
2|2,7,33,59
1*2|2,40,55,38
3|2,4,30,61
1*3|2,11,54,38
2*3|2,5,36,72
1*2*3|2,11,49,42
4|2,8,54,30
1*4|2,113,77,72
2*4|2,197,82,36
1*2*4|2,86,58,73
3*4|2,0,63,36
1*3*4|2,17,71,38
2*3*4|2,1,59,39
1*2*3*4|2,7,54,34
5|2,14,37,57
1*5|2,158,58,70
2*5|2,28,42,73
3*5|2,0,38,35
1*3*5|2,56,51,40
2*3*5|2,6,37,43
4*5|2,53,69,34
1*4*5|2,112,73,71
3*4*5|2,49,62,37
1*3*4*5|2,31,55,33
|3,0,0,44
1|3,21,49,30
2|3,89,42,60
1*2|3,150,58,75
3|3,0,30,61
1*3|3,9,54,38
2*3|3,3,36,73
1*2*3|3,43,50,42
4|3,1,54,30
1*4|3,80,79,71
2*4|3,187,69,74
1*2*4|3,60,73,73
3*4|3,5,63,36
1*3*4|3,9,71,38
2*3*4|3,66,60,39
1*2*3*4|3,18,54,34
5|3,8,37,57
1*5|3,25,58,71
2*5|3,0,18,73
1*2*5|3,8,23,73
3*5|3,6,38,70
1*3*5|3,91,51,72
2*3*5|3,23,37,73
1*2*3*5|3,41,37,59
4*5|3,58,64,70
1*4*5|3,96,72,71
2*4*5|3,11,25,73
3*4*5|3,788,73,71
