node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,2,40,80
1*2|1,1,56,43
3|1,0,40,78
1*3|1,0,56,41
2*3|1,0,40,78
1*2*3|1,3,56,43
4|1,0,67,38
1*4|1,6,83,38
2*4|1,2,67,39
1*2*4|1,41,83,82
3*4|1,0,67,37
1*3*4|1,5,83,38
2*3*4|1,756,67,39
1*2*3*4|1,1,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,5,42,82
1*2*5|1,3,58,42
3*5|1,10,42,78
1*3*5|1,65,58,41
2*3*5|1,117,42,80
1*2*3*5|1,4,58,42
4*5|1,0,69,38
1*4*5|1,253,85,80
2*4*5|1,8,69,39
1*2*4*5|1,12,85,82
3*4*5|1,6,69,38
1*3*4*5|1,6,85,38
2*3*4*5|1,9,69,39
1*2*3*4*5|1,0,85,39
|2,0,0,79
1|2,2,56,41
2|2,2,40,81
1*2|2,1,56,42
3|2,0,40,78
1*3|2,1,56,40
2*3|2,0,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,62,83,79
2*4|2,989,83,39
1*2*4|2,53,64,82
3*4|2,1,67,38
1*3*4|2,6,83,38
2*3*4|2,1,67,39
1*2*3*4|2,1,83,39
5|2,0,42,78
1*5|2,195,58,78
2*5|2,8,42,82
3*5|2,0,42,38
1*3*5|2,86,58,40
2*3*5|2,5,42,44
4*5|2,350,72,38
1*4*5|2,116,85,79
3*4*5|2,47,69,38
1*3*4*5|2,46,85,38
|3,0,0,79
1|3,0,56,41
2|3,146,42,82
1*2|3,187,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,107,40,80
1*2*3|3,77,57,43
4|3,0,67,38
1*4|3,338,83,78
2*4|3,427,69,82
1*2*4|3,69,85,82
3*4|3,0,67,38
1*3*4|3,3,83,38
2*3*4|3,549,68,39
1*2*3*4|3,26,84,39
5|3,0,42,78
1*5|3,13,58,79
2*5|3,1,18,82
1*2*5|3,10,23,82
3*5|3,18,42,78
1*3*5|3,71,58,78
2*3*5|3,9,42,82
1*2*3*5|3,39,58,82
4*5|3,140,69,79
1*4*5|3,77,85,79
2*4*5|3,10,25,82
3*4*5|3,1271,85,79
