node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,12,49,31
2|1,2,33,58
1*2|1,23,55,38
3|1,0,30,61
1*3|1,9,54,39
2*3|1,8,36,71
1*2*3|1,24,49,42
4|1,10,54,30
1*4|1,12,77,36
2*4|1,4,62,36
1*2*4|1,85,72,73
3*4|1,2,63,35
1*3*4|1,21,71,38
2*3*4|1,6,59,38
1*2*3*4|1,16,54,34
5|1,1,37,57
1*5|1,7,58,36
2*5|1,7,42,73
1*2*5|1,5,52,42
3*5|1,16,38,71
1*3*5|1,13,51,39
2*3*5|1,7,37,71
1*2*3*5|1,3,39,36
4*5|1,8,64,34
1*4*5|1,42,73,72
2*4*5|1,3,63,39
1*2*4*5|1,31,55,56
3*4*5|1,4,62,37
1*3*4*5|1,5,55,34
2*3*4*5|1,4,48,34
1*2*3*4*5|1,8,37,28
|2,0,0,44
1|2,6,49,31
2|2,2,33,59
1*2|2,2,55,38
3|2,1,30,61
1*3|2,9,54,38
2*3|2,6,36,72
1*2*3|2,18,49,42
4|2,2,54,30
1*4|2,82,77,72
2*4|2,102,82,36
1*2*4|2,43,58,73
3*4|2,3,63,36
1*3*4|2,11,71,38
2*3*4|2,1,59,39
1*2*3*4|2,3,54,34
5|2,7,37,57
1*5|2,95,58,70
2*5|2,16,42,73
3*5|2,1,38,35
1*3*5|2,31,51,40
2*3*5|2,3,37,43
4*5|2,25,69,34
1*4*5|2,76,73,71
3*4*5|2,44,62,37
1*3*4*5|2,18,55,33
|3,0,0,44
1|3,11,49,30
2|3,43,42,60
1*2|3,116,58,75
3|3,0,30,61
1*3|3,2,54,38
2*3|3,7,36,73
1*2*3|3,19,50,42
4|3,0,54,30
1*4|3,66,79,71
2*4|3,206,69,74
1*2*4|3,108,73,73
3*4|3,7,63,36
1*3*4|3,11,71,38
2*3*4|3,25,60,39
1*2*3*4|3,16,54,34
5|3,1,37,57
1*5|3,38,58,71
2*5|3,3,18,73
1*2*5|3,10,23,73
3*5|3,16,38,70
1*3*5|3,87,51,72
2*3*5|3,18,37,73
1*2*3*5|3,58,37,59
4*5|3,67,64,70
1*4*5|3,54,72,71
2*4*5|3,26,25,73
3*4*5|3,813,73,71
