node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,14,49,31
2|1,5,33,58
1*2|1,20,55,38
3|1,0,30,61
1*3|1,14,54,39
2*3|1,16,36,71
1*2*3|1,17,49,42
4|1,12,54,30
1*4|1,15,77,36
2*4|1,8,62,36
1*2*4|1,106,72,73
3*4|1,3,63,35
1*3*4|1,29,71,38
2*3*4|1,13,59,38
1*2*3*4|1,17,54,34
5|1,4,37,57
1*5|1,7,58,36
2*5|1,25,42,73
1*2*5|1,11,52,42
3*5|1,16,38,71
1*3*5|1,46,51,39
2*3*5|1,25,37,71
1*2*3*5|1,5,39,36
4*5|1,6,64,34
1*4*5|1,47,73,72
2*4*5|1,7,63,39
1*2*4*5|1,41,55,56
3*4*5|1,10,62,37
1*3*4*5|1,1,55,34
2*3*4*5|1,10,48,34
1*2*3*4*5|1,5,37,28
|2,0,0,44
1|2,7,49,31
2|2,3,33,59
1*2|2,2,55,38
3|2,2,30,61
1*3|2,10,54,38
2*3|2,10,36,72
1*2*3|2,5,49,42
4|2,4,54,30
1*4|2,92,77,72
2*4|2,109,82,36
1*2*4|2,72,58,73
3*4|2,4,63,36
1*3*4|2,20,71,38
2*3*4|2,8,59,39
1*2*3*4|2,16,54,34
5|2,12,37,57
1*5|2,182,58,70
2*5|2,16,42,73
3*5|2,0,38,35
1*3*5|2,122,51,40
2*3*5|2,12,37,43
4*5|2,106,69,34
1*4*5|2,88,73,71
3*4*5|2,83,62,37
1*3*4*5|2,12,55,33
|3,0,0,44
1|3,16,49,30
2|3,93,42,60
1*2|3,159,58,75
3|3,0,30,61
1*3|3,3,54,38
2*3|3,5,36,73
1*2*3|3,39,50,42
4|3,2,54,30
1*4|3,85,79,71
2*4|3,248,69,74
1*2*4|3,146,73,73
3*4|3,12,63,36
1*3*4|3,20,71,38
2*3*4|3,63,60,39
1*2*3*4|3,20,54,34
5|3,5,37,57
1*5|3,53,58,71
2*5|3,7,18,73
1*2*5|3,32,23,73
3*5|3,17,38,70
1*3*5|3,126,51,72
2*3*5|3,27,37,73
1*2*3*5|3,37,37,59
4*5|3,93,64,70
1*4*5|3,96,72,71
2*4*5|3,38,25,73
3*4*5|3,863,73,71
