node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,5,33,58
1*2|1,24,55,38
3|1,0,30,61
1*3|1,9,54,39
2*3|1,2,36,71
1*2*3|1,16,49,42
4|1,8,54,30
1*4|1,14,77,36
2*4|1,2,62,36
1*2*4|1,65,72,73
3*4|1,0,63,35
1*3*4|1,11,71,38
2*3*4|1,470,59,38
1*2*3*4|1,3,54,34
5|1,0,37,57
1*5|1,10,58,36
2*5|1,10,42,73
1*2*5|1,5,52,42
3*5|1,9,38,71
1*3*5|1,13,51,39
2*3*5|1,118,37,71
1*2*3*5|1,9,39,36
4*5|1,4,64,34
1*4*5|1,244,73,72
2*4*5|1,1,63,39
1*2*4*5|1,21,55,56
3*4*5|1,18,62,37
1*3*4*5|1,6,55,34
2*3*4*5|1,6,48,34
1*2*3*4*5|1,1,37,28
|2,0,0,44
1|2,17,49,31
2|2,5,33,59
1*2|2,16,55,38
3|2,0,30,61
1*3|2,8,54,38
2*3|2,10,36,72
1*2*3|2,14,49,42
4|2,0,54,30
1*4|2,84,77,72
2*4|2,777,82,36
1*2*4|2,39,58,73
3*4|2,2,63,36
1*3*4|2,9,71,38
2*3*4|2,0,59,39
1*2*3*4|2,2,54,34
5|2,8,37,57
1*5|2,180,58,70
2*5|2,10,42,73
3*5|2,0,38,35
1*3*5|2,93,51,40
2*3*5|2,6,37,43
4*5|2,212,69,34
1*4*5|2,82,73,71
3*4*5|2,70,62,37
1*3*4*5|2,40,55,33
|3,0,0,44
1|3,15,49,30
2|3,143,42,60
1*2|3,200,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,107,36,73
1*2*3|3,89,50,42
4|3,0,54,30
1*4|3,330,79,71
2*4|3,375,69,74
1*2*4|3,101,73,73
3*4|3,9,63,36
1*3*4|3,7,71,38
2*3*4|3,290,60,39
1*2*3*4|3,27,54,34
5|3,3,37,57
1*5|3,43,58,71
2*5|3,4,18,73
1*2*5|3,7,23,73
3*5|3,20,38,70
1*3*5|3,130,51,72
2*3*5|3,36,37,73
1*2*3*5|3,47,37,59
4*5|3,131,64,70
1*4*5|3,98,72,71
2*4*5|3,16,25,73
3*4*5|3,1141,73,71
