node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,6,49,31
2|1,18,33,58
1*2|1,32,55,38
3|1,5,30,61
1*3|1,12,54,39
2*3|1,5,36,71
1*2*3|1,22,49,42
4|1,11,54,30
1*4|1,29,77,36
2*4|1,8,62,36
1*2*4|1,244,72,73
3*4|1,4,63,35
1*3*4|1,29,71,38
2*3*4|1,5,59,38
1*2*3*4|1,27,54,34
5|1,12,37,57
1*5|1,10,58,36
2*5|1,24,42,73
1*2*5|1,7,52,42
3*5|1,8,38,71
1*3*5|1,6,51,39
2*3*5|1,8,37,71
1*2*3*5|1,1,39,36
4*5|1,8,64,34
1*4*5|1,176,73,72
2*4*5|1,3,63,39
1*2*4*5|1,91,55,56
3*4*5|1,7,62,37
1*3*4*5|1,13,55,34
2*3*4*5|1,4,48,34
1*2*3*4*5|1,8,37,28
|2,0,0,44
1|2,10,49,31
2|2,5,33,59
1*2|2,13,55,38
3|2,3,30,61
1*3|2,10,54,38
2*3|2,3,36,72
1*2*3|2,18,49,42
4|2,2,54,30
1*4|2,179,77,72
2*4|2,28,82,36
1*2*4|2,99,58,73
3*4|2,2,63,36
1*3*4|2,17,71,38
2*3*4|2,0,59,39
1*2*3*4|2,12,54,34
5|2,14,37,57
1*5|2,144,58,70
2*5|2,32,42,73
3*5|2,2,38,35
1*3*5|2,25,51,40
2*3*5|2,6,37,43
4*5|2,17,69,34
1*4*5|2,168,73,71
3*4*5|2,33,62,37
1*3*4*5|2,23,55,33
|3,0,0,44
1|3,8,49,30
2|3,26,42,60
1*2|3,109,58,75
3|3,1,30,61
1*3|3,6,54,38
2*3|3,6,36,73
1*2*3|3,12,50,42
4|3,2,54,30
1*4|3,73,79,71
2*4|3,98,69,74
1*2*4|3,77,73,73
3*4|3,8,63,36
1*3*4|3,11,71,38
2*3*4|3,5,60,39
1*2*3*4|3,10,54,34
5|3,3,37,57
1*5|3,29,58,71
2*5|3,2,18,73
1*2*5|3,20,23,73
3*5|3,9,38,70
1*3*5|3,47,51,72
2*3*5|3,10,37,73
1*2*3*5|3,25,37,59
4*5|3,41,64,70
1*4*5|3,55,72,71
2*4*5|3,13,25,73
3*4*5|3,315,73,71
