node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,26,49,31
2|1,5,33,58
1*2|1,14,55,38
3|1,0,30,61
1*3|1,7,54,39
2*3|1,2,36,71
1*2*3|1,11,49,42
4|1,7,54,30
1*4|1,11,77,36
2*4|1,2,62,36
1*2*4|1,47,72,73
3*4|1,0,63,35
1*3*4|1,10,71,38
2*3*4|1,713,59,38
1*2*3*4|1,1,54,34
5|1,0,37,57
1*5|1,7,58,36
2*5|1,22,42,73
1*2*5|1,3,52,42
3*5|1,12,38,71
1*3*5|1,66,51,39
2*3*5|1,119,37,71
1*2*3*5|1,4,39,36
4*5|1,7,64,34
1*4*5|1,259,73,72
2*4*5|1,6,63,39
1*2*4*5|1,9,55,56
3*4*5|1,13,62,37
1*3*4*5|1,6,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,0,37,28
|2,0,0,44
1|2,18,49,31
2|2,5,33,59
1*2|2,7,55,38
3|2,0,30,61
1*3|2,8,54,38
2*3|2,11,36,72
1*2*3|2,12,49,42
4|2,0,54,30
1*4|2,82,77,72
2*4|2,1027,82,36
1*2*4|2,59,58,73
3*4|2,3,63,36
1*3*4|2,7,71,38
2*3*4|2,0,59,39
1*2*3*4|2,1,54,34
5|2,8,37,57
1*5|2,192,58,70
2*5|2,10,42,73
3*5|2,0,38,35
1*3*5|2,91,51,40
2*3*5|2,5,37,43
4*5|2,296,69,34
1*4*5|2,117,73,71
3*4*5|2,59,62,37
1*3*4*5|2,39,55,33
|3,0,0,44
1|3,16,49,30
2|3,141,42,60
1*2|3,182,58,75
3|3,0,30,61
1*3|3,2,54,38
2*3|3,113,36,73
1*2*3|3,87,50,42
4|3,0,54,30
1*4|3,340,79,71
2*4|3,431,69,74
1*2*4|3,107,73,73
3*4|3,9,63,36
1*3*4|3,7,71,38
2*3*4|3,504,60,39
1*2*3*4|3,28,54,34
5|3,3,37,57
1*5|3,44,58,71
2*5|3,5,18,73
1*2*5|3,12,23,73
3*5|3,25,38,70
1*3*5|3,83,51,72
2*3*5|3,21,37,73
1*2*3*5|3,40,37,59
4*5|3,170,64,70
1*4*5|3,75,72,71
2*4*5|3,15,25,73
3*4*5|3,1254,73,71
