node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,14,49,31
2|1,4,33,58
1*2|1,20,55,38
3|1,0,30,61
1*3|1,14,54,39
2*3|1,16,36,71
1*2*3|1,14,49,42
4|1,12,54,30
1*4|1,15,77,36
2*4|1,10,62,36
1*2*4|1,97,72,73
3*4|1,3,63,35
1*3*4|1,23,71,38
2*3*4|1,8,59,38
1*2*3*4|1,16,54,34
5|1,5,37,57
1*5|1,8,58,36
2*5|1,28,42,73
1*2*5|1,9,52,42
3*5|1,18,38,71
1*3*5|1,45,51,39
2*3*5|1,24,37,71
1*2*3*5|1,3,39,36
4*5|1,7,64,34
1*4*5|1,45,73,72
2*4*5|1,7,63,39
1*2*4*5|1,37,55,56
3*4*5|1,12,62,37
1*3*4*5|1,1,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,2,37,28
|2,0,0,44
1|2,9,49,31
2|2,4,33,59
1*2|2,4,55,38
3|2,2,30,61
1*3|2,13,54,38
2*3|2,12,36,72
1*2*3|2,4,49,42
4|2,4,54,30
1*4|2,93,77,72
2*4|2,111,82,36
1*2*4|2,63,58,73
3*4|2,4,63,36
1*3*4|2,13,71,38
2*3*4|2,9,59,39
1*2*3*4|2,8,54,34
5|2,13,37,57
1*5|2,191,58,70
2*5|2,15,42,73
3*5|2,0,38,35
1*3*5|2,118,51,40
2*3*5|2,10,37,43
4*5|2,107,69,34
1*4*5|2,80,73,71
3*4*5|2,66,62,37
1*3*4*5|2,22,55,33
|3,0,0,44
1|3,16,49,30
2|3,96,42,60
1*2|3,173,58,75
3|3,0,30,61
1*3|3,3,54,38
2*3|3,4,36,73
1*2*3|3,39,50,42
4|3,2,54,30
1*4|3,105,79,71
2*4|3,245,69,74
1*2*4|3,134,73,73
3*4|3,13,63,36
1*3*4|3,12,71,38
2*3*4|3,79,60,39
1*2*3*4|3,19,54,34
5|3,6,37,57
1*5|3,52,58,71
2*5|3,10,18,73
1*2*5|3,23,23,73
3*5|3,15,38,70
1*3*5|3,112,51,72
2*3*5|3,29,37,73
1*2*3*5|3,33,37,59
4*5|3,105,64,70
1*4*5|3,103,72,71
2*4*5|3,41,25,73
3*4*5|3,902,73,71
