node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,4,40,80
1*2|1,4,56,43
3|1,0,40,78
1*3|1,0,56,41
2*3|1,0,40,78
1*2*3|1,3,56,43
4|1,0,67,38
1*4|1,14,83,38
2*4|1,4,67,39
1*2*4|1,161,83,82
3*4|1,0,67,37
1*3*4|1,17,83,38
2*3*4|1,34,67,39
1*2*3*4|1,15,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,5,42,82
1*2*5|1,3,58,42
3*5|1,2,42,78
1*3*5|1,6,58,41
2*3*5|1,9,42,80
1*2*3*5|1,7,58,42
4*5|1,0,69,38
1*4*5|1,132,85,80
2*4*5|1,2,69,39
1*2*4*5|1,73,85,82
3*4*5|1,6,69,38
1*3*4*5|1,15,85,38
2*3*4*5|1,10,69,39
1*2*3*4*5|1,13,85,39
|2,0,0,79
1|2,1,56,41
2|2,2,40,81
1*2|2,3,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,4,56,42
4|2,0,67,38
1*4|2,96,83,79
2*4|2,172,83,39
1*2*4|2,86,64,82
3*4|2,0,67,38
1*3*4|2,13,83,38
2*3*4|2,2,67,39
1*2*3*4|2,8,83,39
5|2,4,42,78
1*5|2,147,58,78
2*5|2,19,42,82
3*5|2,0,42,38
1*3*5|2,64,58,40
2*3*5|2,11,42,44
4*5|2,104,72,38
1*4*5|2,121,85,79
3*4*5|2,46,69,38
1*3*4*5|2,24,85,38
|3,0,0,79
1|3,0,56,41
2|3,71,42,82
1*2|3,132,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,4,40,80
1*2*3|3,37,57,43
4|3,0,67,38
1*4|3,75,83,78
2*4|3,194,69,82
1*2*4|3,42,85,82
3*4|3,0,67,38
1*3*4|3,7,83,38
2*3*4|3,75,68,39
1*2*3*4|3,14,84,39
5|3,0,42,78
1*5|3,13,58,79
2*5|3,0,18,82
1*2*5|3,3,23,82
3*5|3,2,42,78
1*3*5|3,79,58,78
2*3*5|3,16,42,82
1*2*3*5|3,37,58,82
4*5|3,40,69,79
1*4*5|3,94,85,79
2*4*5|3,10,25,82
3*4*5|3,782,85,79
