node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,2,40,80
1*2|1,0,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,0,56,43
4|1,0,67,38
1*4|1,10,83,38
2*4|1,0,67,39
1*2*4|1,200,83,82
3*4|1,0,67,37
1*3*4|1,15,83,38
2*3*4|1,0,67,39
1*2*3*4|1,16,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,5,42,82
1*2*5|1,4,58,42
3*5|1,4,42,78
1*3*5|1,0,58,41
2*3*5|1,6,42,80
1*2*3*5|1,5,58,42
4*5|1,0,69,38
1*4*5|1,175,85,80
2*4*5|1,4,69,39
1*2*4*5|1,111,85,82
3*4*5|1,0,69,38
1*3*4*5|1,15,85,38
2*3*4*5|1,5,69,39
1*2*3*4*5|1,18,85,39
|2,0,0,79
1|2,1,56,41
2|2,4,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,116,83,79
2*4|2,55,83,39
1*2*4|2,86,64,82
3*4|2,0,67,38
1*3*4|2,12,83,38
2*3*4|2,1,67,39
1*2*3*4|2,6,83,39
5|2,4,42,78
1*5|2,123,58,78
2*5|2,19,42,82
3*5|2,0,42,38
1*3*5|2,28,58,40
2*3*5|2,4,42,44
4*5|2,0,72,38
1*4*5|2,143,85,79
3*4*5|2,18,69,38
1*3*4*5|2,20,85,38
|3,0,0,79
1|3,0,56,41
2|3,11,42,82
1*2|3,58,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,2,40,80
1*2*3|3,4,57,43
4|3,0,67,38
1*4|3,63,83,78
2*4|3,87,69,82
1*2*4|3,43,85,82
3*4|3,0,67,38
1*3*4|3,9,83,38
2*3*4|3,5,68,39
1*2*3*4|3,9,84,39
5|3,0,42,78
1*5|3,11,58,79
2*5|3,0,18,82
1*2*5|3,5,23,82
3*5|3,3,42,78
1*3*5|3,38,58,78
2*3*5|3,9,42,82
1*2*3*5|3,33,58,82
4*5|3,20,69,79
1*4*5|3,13,85,79
2*4*5|3,7,25,82
3*4*5|3,329,85,79
