node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,12,49,31
2|1,2,33,58
1*2|1,23,55,38
3|1,0,30,61
1*3|1,6,54,39
2*3|1,8,36,71
1*2*3|1,24,49,42
4|1,10,54,30
1*4|1,12,77,36
2*4|1,5,62,36
1*2*4|1,59,72,73
3*4|1,2,63,35
1*3*4|1,12,71,38
2*3*4|1,862,59,38
1*2*3*4|1,8,54,34
5|1,1,37,57
1*5|1,5,58,36
2*5|1,7,42,73
1*2*5|1,6,52,42
3*5|1,16,38,71
1*3*5|1,14,51,39
2*3*5|1,122,37,71
1*2*3*5|1,7,39,36
4*5|1,8,64,34
1*4*5|1,363,73,72
2*4*5|1,3,63,39
1*2*4*5|1,12,55,56
3*4*5|1,19,62,37
1*3*4*5|1,11,55,34
2*3*4*5|1,5,48,34
1*2*3*4*5|1,1,37,28
|2,0,0,44
1|2,6,49,31
2|2,2,33,59
1*2|2,12,55,38
3|2,1,30,61
1*3|2,5,54,38
2*3|2,7,36,72
1*2*3|2,14,49,42
4|2,2,54,30
1*4|2,50,77,72
2*4|2,1201,82,36
1*2*4|2,68,58,73
3*4|2,2,63,36
1*3*4|2,6,71,38
2*3*4|2,0,59,39
1*2*3*4|2,1,54,34
5|2,8,37,57
1*5|2,175,58,70
2*5|2,14,42,73
3*5|2,1,38,35
1*3*5|2,74,51,40
2*3*5|2,5,37,43
4*5|2,354,69,34
1*4*5|2,174,73,71
3*4*5|2,56,62,37
1*3*4*5|2,23,55,33
|3,0,0,44
1|3,11,49,30
2|3,134,42,60
1*2|3,194,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,113,36,73
1*2*3|3,85,50,42
4|3,0,54,30
1*4|3,383,79,71
2*4|3,421,69,74
1*2*4|3,128,73,73
3*4|3,6,63,36
1*3*4|3,4,71,38
2*3*4|3,646,60,39
1*2*3*4|3,23,54,34
5|3,1,37,57
1*5|3,43,58,71
2*5|3,3,18,73
1*2*5|3,9,23,73
3*5|3,12,38,70
1*3*5|3,132,51,72
2*3*5|3,34,37,73
1*2*3*5|3,36,37,59
4*5|3,180,64,70
1*4*5|3,90,72,71
2*4*5|3,18,25,73
3*4*5|3,1314,73,71
