node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,14,33,58
1*2|1,30,55,38
3|1,6,30,61
1*3|1,9,54,39
2*3|1,13,36,71
1*2*3|1,15,49,42
4|1,21,54,30
1*4|1,17,77,36
2*4|1,8,62,36
1*2*4|1,199,72,73
3*4|1,1,63,35
1*3*4|1,31,71,38
2*3*4|1,7,59,38
1*2*3*4|1,33,54,34
5|1,1,37,57
1*5|1,12,58,36
2*5|1,26,42,73
1*2*5|1,7,52,42
3*5|1,16,38,71
1*3*5|1,7,51,39
2*3*5|1,9,37,71
1*2*3*5|1,5,39,36
4*5|1,4,64,34
1*4*5|1,144,73,72
2*4*5|1,4,63,39
1*2*4*5|1,90,55,56
3*4*5|1,5,62,37
1*3*4*5|1,21,55,34
2*3*4*5|1,11,48,34
1*2*3*4*5|1,20,37,28
|2,0,0,44
1|2,18,49,31
2|2,12,33,59
1*2|2,19,55,38
3|2,2,30,61
1*3|2,7,54,38
2*3|2,9,36,72
1*2*3|2,10,49,42
4|2,15,54,30
1*4|2,133,77,72
2*4|2,29,82,36
1*2*4|2,74,58,73
3*4|2,2,63,36
1*3*4|2,20,71,38
2*3*4|2,2,59,39
1*2*3*4|2,13,54,34
5|2,12,37,57
1*5|2,124,58,70
2*5|2,26,42,73
3*5|2,0,38,35
1*3*5|2,32,51,40
2*3*5|2,3,37,43
4*5|2,24,69,34
1*4*5|2,122,73,71
3*4*5|2,38,62,37
1*3*4*5|2,16,55,33
|3,0,0,44
1|3,16,49,30
2|3,44,42,60
1*2|3,113,58,75
3|3,3,30,61
1*3|3,1,54,38
2*3|3,8,36,73
1*2*3|3,10,50,42
4|3,9,54,30
1*4|3,60,79,71
2*4|3,143,69,74
1*2*4|3,89,73,73
3*4|3,9,63,36
1*3*4|3,18,71,38
2*3*4|3,13,60,39
1*2*3*4|3,11,54,34
5|3,8,37,57
1*5|3,39,58,71
2*5|3,4,18,73
1*2*5|3,19,23,73
3*5|3,21,38,70
1*3*5|3,77,51,72
2*3*5|3,29,37,73
1*2*3*5|3,54,37,59
4*5|3,51,64,70
1*4*5|3,68,72,71
2*4*5|3,23,25,73
3*4*5|3,462,73,71
