node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,1,56,41
2|1,4,40,80
1*2|1,8,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,1,56,43
4|1,1,67,38
1*4|1,23,83,38
2*4|1,8,67,39
1*2*4|1,131,83,82
3*4|1,0,67,37
1*3*4|1,17,83,38
2*3*4|1,34,67,39
1*2*3*4|1,7,83,39
5|1,0,42,78
1*5|1,2,58,40
2*5|1,11,42,82
1*2*5|1,4,58,42
3*5|1,7,42,78
1*3*5|1,5,58,41
2*3*5|1,9,42,80
1*2*3*5|1,5,58,42
4*5|1,1,69,38
1*4*5|1,115,85,80
2*4*5|1,4,69,39
1*2*4*5|1,84,85,82
3*4*5|1,5,69,38
1*3*4*5|1,13,85,38
2*3*4*5|1,4,69,39
1*2*3*4*5|1,8,85,39
|2,0,0,79
1|2,1,56,41
2|2,6,40,81
1*2|2,4,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,3,56,42
4|2,0,67,38
1*4|2,105,83,79
2*4|2,177,83,39
1*2*4|2,72,64,82
3*4|2,0,67,38
1*3*4|2,15,83,38
2*3*4|2,1,67,39
1*2*3*4|2,8,83,39
5|2,13,42,78
1*5|2,159,58,78
2*5|2,22,42,82
3*5|2,0,42,38
1*3*5|2,41,58,40
2*3*5|2,3,42,44
4*5|2,120,72,38
1*4*5|2,103,85,79
3*4*5|2,30,69,38
1*3*4*5|2,24,85,38
|3,0,0,79
1|3,1,56,41
2|3,100,42,82
1*2|3,145,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,4,40,80
1*2*3|3,31,57,43
4|3,0,67,38
1*4|3,76,83,78
2*4|3,199,69,82
1*2*4|3,56,85,82
3*4|3,0,67,38
1*3*4|3,5,83,38
2*3*4|3,60,68,39
1*2*3*4|3,12,84,39
5|3,0,42,78
1*5|3,18,58,79
2*5|3,0,18,82
1*2*5|3,6,23,82
3*5|3,5,42,78
1*3*5|3,84,58,78
2*3*5|3,19,42,82
1*2*3*5|3,37,58,82
4*5|3,42,69,79
1*4*5|3,97,85,79
2*4*5|3,19,25,82
3*4*5|3,794,85,79
