node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,1,56,41
2|1,4,40,80
1*2|1,4,56,43
3|1,0,40,78
1*3|1,2,56,41
2*3|1,0,40,78
1*2*3|1,4,56,43
4|1,2,67,38
1*4|1,17,83,38
2*4|1,4,67,39
1*2*4|1,165,83,82
3*4|1,0,67,37
1*3*4|1,18,83,38
2*3*4|1,3,67,39
1*2*3*4|1,26,83,39
5|1,0,42,78
1*5|1,1,58,40
2*5|1,9,42,82
1*2*5|1,3,58,42
3*5|1,6,42,78
1*3*5|1,4,58,41
2*3*5|1,8,42,80
1*2*3*5|1,5,58,42
4*5|1,0,69,38
1*4*5|1,139,85,80
2*4*5|1,3,69,39
1*2*4*5|1,116,85,82
3*4*5|1,4,69,38
1*3*4*5|1,18,85,38
2*3*4*5|1,5,69,39
1*2*3*4*5|1,23,85,39
|2,0,0,79
1|2,1,56,41
2|2,7,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,3,56,42
4|2,0,67,38
1*4|2,102,83,79
2*4|2,23,83,39
1*2*4|2,78,64,82
3*4|2,0,67,38
1*3*4|2,18,83,38
2*3*4|2,2,67,39
1*2*3*4|2,18,83,39
5|2,10,42,78
1*5|2,153,58,78
2*5|2,24,42,82
3*5|2,0,42,38
1*3*5|2,43,58,40
2*3*5|2,6,42,44
4*5|2,37,72,38
1*4*5|2,120,85,79
3*4*5|2,56,69,38
1*3*4*5|2,19,85,38
|3,0,0,79
1|3,2,56,41
2|3,49,42,82
1*2|3,140,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,3,40,80
1*2*3|3,3,57,43
4|3,0,67,38
1*4|3,70,83,78
2*4|3,154,69,82
1*2*4|3,63,85,82
3*4|3,0,67,38
1*3*4|3,11,83,38
2*3*4|3,25,68,39
1*2*3*4|3,14,84,39
5|3,0,42,78
1*5|3,16,58,79
2*5|3,0,18,82
1*2*5|3,8,23,82
3*5|3,2,42,78
1*3*5|3,75,58,78
2*3*5|3,20,42,82
1*2*3*5|3,48,58,82
4*5|3,37,69,79
1*4*5|3,85,85,79
2*4*5|3,19,25,82
3*4*5|3,525,85,79
