node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,16,49,31
2|1,6,33,58
1*2|1,16,55,38
3|1,0,30,61
1*3|1,13,54,39
2*3|1,3,36,71
1*2*3|1,17,49,42
4|1,7,54,30
1*4|1,12,77,36
2*4|1,2,62,36
1*2*4|1,84,72,73
3*4|1,0,63,35
1*3*4|1,13,71,38
2*3*4|1,7,59,38
1*2*3*4|1,10,54,34
5|1,0,37,57
1*5|1,13,58,36
2*5|1,29,42,73
1*2*5|1,7,52,42
3*5|1,12,38,71
1*3*5|1,46,51,39
2*3*5|1,24,37,71
1*2*3*5|1,3,39,36
4*5|1,7,64,34
1*4*5|1,41,73,72
2*4*5|1,5,63,39
1*2*4*5|1,32,55,56
3*4*5|1,7,62,37
1*3*4*5|1,1,55,34
2*3*4*5|1,9,48,34
1*2*3*4*5|1,2,37,28
|2,0,0,44
1|2,21,49,31
2|2,7,33,59
1*2|2,7,55,38
3|2,0,30,61
1*3|2,17,54,38
2*3|2,14,36,72
1*2*3|2,8,49,42
4|2,0,54,30
1*4|2,111,77,72
2*4|2,105,82,36
1*2*4|2,67,58,73
3*4|2,4,63,36
1*3*4|2,13,71,38
2*3*4|2,10,59,39
1*2*3*4|2,10,54,34
5|2,10,37,57
1*5|2,196,58,70
2*5|2,16,42,73
3*5|2,0,38,35
1*3*5|2,120,51,40
2*3*5|2,7,37,43
4*5|2,105,69,34
1*4*5|2,85,73,71
3*4*5|2,72,62,37
1*3*4*5|2,18,55,33
|3,0,0,44
1|3,16,49,30
2|3,99,42,60
1*2|3,183,58,75
3|3,0,30,61
1*3|3,2,54,38
2*3|3,6,36,73
1*2*3|3,39,50,42
4|3,0,54,30
1*4|3,106,79,71
2*4|3,270,69,74
1*2*4|3,125,73,73
3*4|3,12,63,36
1*3*4|3,13,71,38
2*3*4|3,82,60,39
1*2*3*4|3,21,54,34
5|3,3,37,57
1*5|3,52,58,71
2*5|3,6,18,73
1*2*5|3,24,23,73
3*5|3,31,38,70
1*3*5|3,118,51,72
2*3*5|3,27,37,73
1*2*3*5|3,29,37,59
4*5|3,112,64,70
1*4*5|3,92,72,71
2*4*5|3,30,25,73
3*4*5|3,905,73,71
