node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,3,40,80
1*2|1,8,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,0,56,43
4|1,0,67,38
1*4|1,21,83,38
2*4|1,7,67,39
1*2*4|1,209,83,82
3*4|1,0,67,37
1*3*4|1,20,83,38
2*3*4|1,0,67,39
1*2*3*4|1,20,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,10,42,82
1*2*5|1,2,58,42
3*5|1,4,42,78
1*3*5|1,0,58,41
2*3*5|1,8,42,80
1*2*3*5|1,1,58,42
4*5|1,0,69,38
1*4*5|1,165,85,80
2*4*5|1,2,69,39
1*2*4*5|1,124,85,82
3*4*5|1,0,69,38
1*3*4*5|1,14,85,38
2*3*4*5|1,2,69,39
1*2*3*4*5|1,9,85,39
|2,0,0,79
1|2,6,56,41
2|2,3,40,81
1*2|2,3,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,0,40,79
1*2*3|2,0,56,42
4|2,0,67,38
1*4|2,132,83,79
2*4|2,17,83,39
1*2*4|2,96,64,82
3*4|2,0,67,38
1*3*4|2,14,83,38
2*3*4|2,0,67,39
1*2*3*4|2,11,83,39
5|2,10,42,78
1*5|2,139,58,78
2*5|2,24,42,82
3*5|2,0,42,38
1*3*5|2,9,58,40
2*3*5|2,1,42,44
4*5|2,7,72,38
1*4*5|2,143,85,79
3*4*5|2,17,69,38
1*3*4*5|2,12,85,38
|3,0,0,79
1|3,0,56,41
2|3,12,42,82
1*2|3,80,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,2,40,80
1*2*3|3,1,57,43
4|3,0,67,38
1*4|3,63,83,78
2*4|3,91,69,82
1*2*4|3,55,85,82
3*4|3,0,67,38
1*3*4|3,11,83,38
2*3*4|3,3,68,39
1*2*3*4|3,6,84,39
5|3,0,42,78
1*5|3,16,58,79
2*5|3,0,18,82
1*2*5|3,10,23,82
3*5|3,3,42,78
1*3*5|3,40,58,78
2*3*5|3,8,42,82
1*2*3*5|3,23,58,82
4*5|3,25,69,79
1*4*5|3,18,85,79
2*4*5|3,10,25,82
3*4*5|3,248,85,79
