node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,5,40,80
1*2|1,1,56,43
3|1,0,40,78
1*3|1,0,56,41
2*3|1,0,40,78
1*2*3|1,1,56,43
4|1,0,67,38
1*4|1,16,83,38
2*4|1,2,67,39
1*2*4|1,103,83,82
3*4|1,0,67,37
1*3*4|1,16,83,38
2*3*4|1,1,67,39
1*2*3*4|1,23,83,39
5|1,7,42,78
1*5|1,0,58,40
2*5|1,12,42,82
1*2*5|1,4,58,42
3*5|1,10,42,78
1*3*5|1,0,58,41
2*3*5|1,7,42,80
1*2*3*5|1,1,58,42
4*5|1,0,69,38
1*4*5|1,71,85,80
2*4*5|1,5,69,39
1*2*4*5|1,79,85,82
3*4*5|1,0,69,38
1*3*4*5|1,14,85,38
2*3*4*5|1,4,69,39
1*2*3*4*5|1,16,85,39
|2,0,0,79
1|2,7,56,41
2|2,5,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,111,83,79
2*4|2,11,83,39
1*2*4|2,61,64,82
3*4|2,0,67,38
1*3*4|2,13,83,38
2*3*4|2,1,67,39
1*2*3*4|2,14,83,39
5|2,6,42,78
1*5|2,92,58,78
2*5|2,18,42,82
3*5|2,0,42,38
1*3*5|2,8,58,40
2*3*5|2,3,42,44
4*5|2,0,72,38
1*4*5|2,61,85,79
3*4*5|2,16,69,38
1*3*4*5|2,12,85,38
|3,0,0,79
1|3,0,56,41
2|3,20,42,82
1*2|3,128,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,1,40,80
1*2*3|3,1,57,43
4|3,0,67,38
1*4|3,86,83,78
2*4|3,168,69,82
1*2*4|3,41,85,82
3*4|3,0,67,38
1*3*4|3,11,83,38
2*3*4|3,1,68,39
1*2*3*4|3,12,84,39
5|3,3,42,78
1*5|3,18,58,79
2*5|3,0,18,82
1*2*5|3,17,23,82
3*5|3,8,42,78
1*3*5|3,71,58,78
2*3*5|3,7,42,82
1*2*3*5|3,66,58,82
4*5|3,59,69,79
1*4*5|3,13,85,79
2*4*5|3,29,25,82
3*4*5|3,404,85,79
