node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,22,49,31
2|1,5,33,58
1*2|1,14,55,38
3|1,0,30,61
1*3|1,7,54,39
2*3|1,2,36,71
1*2*3|1,12,49,42
4|1,7,54,30
1*4|1,14,77,36
2*4|1,2,62,36
1*2*4|1,53,72,73
3*4|1,0,63,35
1*3*4|1,6,71,38
2*3*4|1,760,59,38
1*2*3*4|1,1,54,34
5|1,0,37,57
1*5|1,10,58,36
2*5|1,32,42,73
1*2*5|1,3,52,42
3*5|1,7,38,71
1*3*5|1,74,51,39
2*3*5|1,129,37,71
1*2*3*5|1,6,39,36
4*5|1,7,64,34
1*4*5|1,346,73,72
2*4*5|1,7,63,39
1*2*4*5|1,12,55,56
3*4*5|1,10,62,37
1*3*4*5|1,6,55,34
2*3*4*5|1,13,48,34
1*2*3*4*5|1,0,37,28
|2,0,0,44
1|2,19,49,31
2|2,5,33,59
1*2|2,7,55,38
3|2,0,30,61
1*3|2,8,54,38
2*3|2,12,36,72
1*2*3|2,13,49,42
4|2,0,54,30
1*4|2,64,77,72
2*4|2,1050,82,36
1*2*4|2,57,58,73
3*4|2,3,63,36
1*3*4|2,7,71,38
2*3*4|2,0,59,39
1*2*3*4|2,1,54,34
5|2,15,37,57
1*5|2,217,58,70
2*5|2,11,42,73
3*5|2,0,38,35
1*3*5|2,111,51,40
2*3*5|2,7,37,43
4*5|2,303,69,34
1*4*5|2,157,73,71
3*4*5|2,53,62,37
1*3*4*5|2,24,55,33
|3,0,0,44
1|3,16,49,30
2|3,138,42,60
1*2|3,197,58,75
3|3,0,30,61
1*3|3,2,54,38
2*3|3,111,36,73
1*2*3|3,85,50,42
4|3,0,54,30
1*4|3,423,79,71
2*4|3,403,69,74
1*2*4|3,117,73,73
3*4|3,9,63,36
1*3*4|3,4,71,38
2*3*4|3,552,60,39
1*2*3*4|3,25,54,34
5|3,3,37,57
1*5|3,51,58,71
2*5|3,5,18,73
1*2*5|3,15,23,73
3*5|3,25,38,70
1*3*5|3,105,51,72
2*3*5|3,21,37,73
1*2*3*5|3,28,37,59
4*5|3,149,64,70
1*4*5|3,80,72,71
2*4*5|3,26,25,73
3*4*5|3,1278,73,71
