node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,5,33,58
1*2|1,25,55,38
3|1,0,30,61
1*3|1,9,54,39
2*3|1,3,36,71
1*2*3|1,13,49,42
4|1,8,54,30
1*4|1,11,77,36
2*4|1,2,62,36
1*2*4|1,54,72,73
3*4|1,0,63,35
1*3*4|1,12,71,38
2*3*4|1,496,59,38
1*2*3*4|1,2,54,34
5|1,0,37,57
1*5|1,11,58,36
2*5|1,10,42,73
1*2*5|1,7,52,42
3*5|1,11,38,71
1*3*5|1,14,51,39
2*3*5|1,115,37,71
1*2*3*5|1,8,39,36
4*5|1,4,64,34
1*4*5|1,239,73,72
2*4*5|1,4,63,39
1*2*4*5|1,26,55,56
3*4*5|1,18,62,37
1*3*4*5|1,5,55,34
2*3*4*5|1,5,48,34
1*2*3*4*5|1,1,37,28
|2,0,0,44
1|2,17,49,31
2|2,5,33,59
1*2|2,18,55,38
3|2,0,30,61
1*3|2,8,54,38
2*3|2,12,36,72
1*2*3|2,11,49,42
4|2,0,54,30
1*4|2,74,77,72
2*4|2,799,82,36
1*2*4|2,39,58,73
3*4|2,2,63,36
1*3*4|2,11,71,38
2*3*4|2,0,59,39
1*2*3*4|2,3,54,34
5|2,8,37,57
1*5|2,177,58,70
2*5|2,11,42,73
3*5|2,0,38,35
1*3*5|2,94,51,40
2*3*5|2,6,37,43
4*5|2,208,69,34
1*4*5|2,81,73,71
3*4*5|2,69,62,37
1*3*4*5|2,46,55,33
|3,0,0,44
1|3,15,49,30
2|3,135,42,60
1*2|3,210,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,102,36,73
1*2*3|3,85,50,42
4|3,0,54,30
1*4|3,323,79,71
2*4|3,379,69,74
1*2*4|3,111,73,73
3*4|3,10,63,36
1*3*4|3,9,71,38
2*3*4|3,323,60,39
1*2*3*4|3,27,54,34
5|3,3,37,57
1*5|3,43,58,71
2*5|3,4,18,73
1*2*5|3,8,23,73
3*5|3,20,38,70
1*3*5|3,125,51,72
2*3*5|3,42,37,73
1*2*3*5|3,60,37,59
4*5|3,120,64,70
1*4*5|3,104,72,71
2*4*5|3,26,25,73
3*4*5|3,1178,73,71
