node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,16,49,31
2|1,7,33,58
1*2|1,17,55,38
3|1,0,30,61
1*3|1,13,54,39
2*3|1,3,36,71
1*2*3|1,18,49,42
4|1,7,54,30
1*4|1,13,77,36
2*4|1,3,62,36
1*2*4|1,92,72,73
3*4|1,0,63,35
1*3*4|1,14,71,38
2*3*4|1,7,59,38
1*2*3*4|1,10,54,34
5|1,0,37,57
1*5|1,14,58,36
2*5|1,33,42,73
1*2*5|1,8,52,42
3*5|1,10,38,71
1*3*5|1,46,51,39
2*3*5|1,21,37,71
1*2*3*5|1,4,39,36
4*5|1,8,64,34
1*4*5|1,45,73,72
2*4*5|1,5,63,39
1*2*4*5|1,35,55,56
3*4*5|1,11,62,37
1*3*4*5|1,1,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,3,37,28
|2,0,0,44
1|2,19,49,31
2|2,8,33,59
1*2|2,7,55,38
3|2,0,30,61
1*3|2,17,54,38
2*3|2,14,36,72
1*2*3|2,8,49,42
4|2,0,54,30
1*4|2,108,77,72
2*4|2,102,82,36
1*2*4|2,69,58,73
3*4|2,4,63,36
1*3*4|2,14,71,38
2*3*4|2,10,59,39
1*2*3*4|2,11,54,34
5|2,10,37,57
1*5|2,194,58,70
2*5|2,17,42,73
3*5|2,0,38,35
1*3*5|2,119,51,40
2*3*5|2,7,37,43
4*5|2,100,69,34
1*4*5|2,80,73,71
3*4*5|2,75,62,37
1*3*4*5|2,21,55,33
|3,0,0,44
1|3,16,49,30
2|3,100,42,60
1*2|3,181,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,4,36,73
1*2*3|3,39,50,42
4|3,0,54,30
1*4|3,103,79,71
2*4|3,266,69,74
1*2*4|3,126,73,73
3*4|3,12,63,36
1*3*4|3,13,71,38
2*3*4|3,83,60,39
1*2*3*4|3,19,54,34
5|3,3,37,57
1*5|3,52,58,71
2*5|3,5,18,73
1*2*5|3,24,23,73
3*5|3,23,38,70
1*3*5|3,117,51,72
2*3*5|3,26,37,73
1*2*3*5|3,31,37,59
4*5|3,108,64,70
1*4*5|3,102,72,71
2*4*5|3,34,25,73
3*4*5|3,903,73,71
