node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,12,49,31
2|1,10,33,58
1*2|1,32,55,38
3|1,5,30,61
1*3|1,13,54,39
2*3|1,9,36,71
1*2*3|1,24,49,42
4|1,17,54,30
1*4|1,32,77,36
2*4|1,10,62,36
1*2*4|1,135,72,73
3*4|1,6,63,35
1*3*4|1,33,71,38
2*3*4|1,7,59,38
1*2*3*4|1,26,54,34
5|1,10,37,57
1*5|1,11,58,36
2*5|1,21,42,73
1*2*5|1,8,52,42
3*5|1,13,38,71
1*3*5|1,7,51,39
2*3*5|1,7,37,71
1*2*3*5|1,1,39,36
4*5|1,8,64,34
1*4*5|1,94,73,72
2*4*5|1,3,63,39
1*2*4*5|1,73,55,56
3*4*5|1,8,62,37
1*3*4*5|1,13,55,34
2*3*4*5|1,6,48,34
1*2*3*4*5|1,9,37,28
|2,0,0,44
1|2,11,49,31
2|2,9,33,59
1*2|2,10,55,38
3|2,2,30,61
1*3|2,9,54,38
2*3|2,6,36,72
1*2*3|2,15,49,42
4|2,6,54,30
1*4|2,141,77,72
2*4|2,33,82,36
1*2*4|2,63,58,73
3*4|2,3,63,36
1*3*4|2,15,71,38
2*3*4|2,0,59,39
1*2*3*4|2,8,54,34
5|2,19,37,57
1*5|2,122,58,70
2*5|2,28,42,73
3*5|2,1,38,35
1*3*5|2,18,51,40
2*3*5|2,4,37,43
4*5|2,21,69,34
1*4*5|2,108,73,71
3*4*5|2,25,62,37
1*3*4*5|2,12,55,33
|3,0,0,44
1|3,11,49,30
2|3,25,42,60
1*2|3,133,58,75
3|3,2,30,61
1*3|3,1,54,38
2*3|3,4,36,73
1*2*3|3,6,50,42
4|3,3,54,30
1*4|3,69,79,71
2*4|3,167,69,74
1*2*4|3,80,73,73
3*4|3,7,63,36
1*3*4|3,13,71,38
2*3*4|3,7,60,39
1*2*3*4|3,4,54,34
5|3,5,37,57
1*5|3,46,58,71
2*5|3,7,18,73
1*2*5|3,19,23,73
3*5|3,16,38,70
1*3*5|3,80,51,72
2*3*5|3,11,37,73
1*2*3*5|3,34,37,59
4*5|3,66,64,70
1*4*5|3,50,72,71
2*4*5|3,30,25,73
3*4*5|3,460,73,71
