node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,12,33,58
1*2|1,29,55,38
3|1,0,30,61
1*3|1,14,54,39
2*3|1,7,36,71
1*2*3|1,23,49,42
4|1,8,54,30
1*4|1,25,77,36
2*4|1,2,62,36
1*2*4|1,208,72,73
3*4|1,0,63,35
1*3*4|1,28,71,38
2*3*4|1,6,59,38
1*2*3*4|1,23,54,34
5|1,4,37,57
1*5|1,16,58,36
2*5|1,22,42,73
1*2*5|1,11,52,42
3*5|1,8,38,71
1*3*5|1,6,51,39
2*3*5|1,7,37,71
1*2*3*5|1,1,39,36
4*5|1,4,64,34
1*4*5|1,144,73,72
2*4*5|1,1,63,39
1*2*4*5|1,68,55,56
3*4*5|1,9,62,37
1*3*4*5|1,10,55,34
2*3*4*5|1,3,48,34
1*2*3*4*5|1,11,37,28
|2,0,0,44
1|2,20,49,31
2|2,10,33,59
1*2|2,11,55,38
3|2,0,30,61
1*3|2,13,54,38
2*3|2,13,36,72
1*2*3|2,14,49,42
4|2,0,54,30
1*4|2,155,77,72
2*4|2,22,82,36
1*2*4|2,84,58,73
3*4|2,3,63,36
1*3*4|2,16,71,38
2*3*4|2,2,59,39
1*2*3*4|2,13,54,34
5|2,24,37,57
1*5|2,115,58,70
2*5|2,26,42,73
3*5|2,0,38,35
1*3*5|2,28,51,40
2*3*5|2,5,37,43
4*5|2,9,69,34
1*4*5|2,118,73,71
3*4*5|2,29,62,37
1*3*4*5|2,13,55,33
|3,0,0,44
1|3,15,49,30
2|3,30,42,60
1*2|3,125,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,4,36,73
1*2*3|3,13,50,42
4|3,0,54,30
1*4|3,65,79,71
2*4|3,149,69,74
1*2*4|3,61,73,73
3*4|3,11,63,36
1*3*4|3,13,71,38
2*3*4|3,4,60,39
1*2*3*4|3,9,54,34
5|3,3,37,57
1*5|3,47,58,71
2*5|3,6,18,73
1*2*5|3,16,23,73
3*5|3,23,38,70
1*3*5|3,72,51,72
2*3*5|3,19,37,73
1*2*3*5|3,37,37,59
4*5|3,69,64,70
1*4*5|3,39,72,71
2*4*5|3,17,25,73
3*4*5|3,405,73,71
