node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,1,56,41
2|1,5,40,80
1*2|1,5,56,43
3|1,0,40,78
1*3|1,2,56,41
2*3|1,0,40,78
1*2*3|1,4,56,43
4|1,2,67,38
1*4|1,17,83,38
2*4|1,9,67,39
1*2*4|1,230,83,82
3*4|1,0,67,37
1*3*4|1,17,83,38
2*3*4|1,3,67,39
1*2*3*4|1,24,83,39
5|1,0,42,78
1*5|1,2,58,40
2*5|1,11,42,82
1*2*5|1,4,58,42
3*5|1,2,42,78
1*3*5|1,5,58,41
2*3*5|1,6,42,80
1*2*3*5|1,4,58,42
4*5|1,1,69,38
1*4*5|1,181,85,80
2*4*5|1,3,69,39
1*2*4*5|1,119,85,82
3*4*5|1,6,69,38
1*3*4*5|1,14,85,38
2*3*4*5|1,3,69,39
1*2*3*4*5|1,16,85,39
|2,0,0,79
1|2,4,56,41
2|2,8,40,81
1*2|2,3,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,2,56,42
4|2,0,67,38
1*4|2,125,83,79
2*4|2,23,83,39
1*2*4|2,109,64,82
3*4|2,0,67,38
1*3*4|2,16,83,38
2*3*4|2,2,67,39
1*2*3*4|2,17,83,39
5|2,19,42,78
1*5|2,188,58,78
2*5|2,21,42,82
3*5|2,0,42,38
1*3*5|2,41,58,40
2*3*5|2,5,42,44
4*5|2,30,72,38
1*4*5|2,165,85,79
3*4*5|2,53,69,38
1*3*4*5|2,18,85,38
|3,0,0,79
1|3,2,56,41
2|3,42,42,82
1*2|3,116,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,2,40,80
1*2*3|3,2,57,43
4|3,0,67,38
1*4|3,64,83,78
2*4|3,114,69,82
1*2*4|3,57,85,82
3*4|3,0,67,38
1*3*4|3,11,83,38
2*3*4|3,31,68,39
1*2*3*4|3,11,84,39
5|3,0,42,78
1*5|3,13,58,79
2*5|3,1,18,82
1*2*5|3,9,23,82
3*5|3,2,42,78
1*3*5|3,48,58,78
2*3*5|3,11,42,82
1*2*3*5|3,24,58,82
4*5|3,22,69,79
1*4*5|3,97,85,79
2*4*5|3,8,25,82
3*4*5|3,457,85,79
