node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,7,40,80
1*2|1,3,56,43
3|1,0,40,78
1*3|1,0,56,41
2*3|1,0,40,78
1*2*3|1,3,56,43
4|1,0,67,38
1*4|1,24,83,38
2*4|1,5,67,39
1*2*4|1,209,83,82
3*4|1,0,67,37
1*3*4|1,24,83,38
2*3*4|1,1,67,39
1*2*3*4|1,15,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,8,42,82
1*2*5|1,3,58,42
3*5|1,2,42,78
1*3*5|1,0,58,41
2*3*5|1,5,42,80
1*2*3*5|1,1,58,42
4*5|1,0,69,38
1*4*5|1,165,85,80
2*4*5|1,1,69,39
1*2*4*5|1,140,85,82
3*4*5|1,0,69,38
1*3*4*5|1,11,85,38
2*3*4*5|1,2,69,39
1*2*3*4*5|1,11,85,39
|2,0,0,79
1|2,6,56,41
2|2,6,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,0,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,132,83,79
2*4|2,13,83,39
1*2*4|2,101,64,82
3*4|2,0,67,38
1*3*4|2,13,83,38
2*3*4|2,1,67,39
1*2*3*4|2,10,83,39
5|2,11,42,78
1*5|2,133,58,78
2*5|2,18,42,82
3*5|2,0,42,38
1*3*5|2,13,58,40
2*3*5|2,5,42,44
4*5|2,8,72,38
1*4*5|2,147,85,79
3*4*5|2,22,69,38
1*3*4*5|2,10,85,38
|3,0,0,79
1|3,0,56,41
2|3,17,42,82
1*2|3,72,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,1,40,80
1*2*3|3,1,57,43
4|3,0,67,38
1*4|3,64,83,78
2*4|3,84,69,82
1*2*4|3,63,85,82
3*4|3,0,67,38
1*3*4|3,12,83,38
2*3*4|3,3,68,39
1*2*3*4|3,6,84,39
5|3,0,42,78
1*5|3,14,58,79
2*5|3,0,18,82
1*2*5|3,11,23,82
3*5|3,2,42,78
1*3*5|3,49,58,78
2*3*5|3,8,42,82
1*2*3*5|3,21,58,82
4*5|3,18,69,79
1*4*5|3,10,85,79
2*4*5|3,13,25,82
3*4*5|3,238,85,79
