node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,16,49,31
2|1,11,33,58
1*2|1,17,55,38
3|1,0,30,61
1*3|1,13,54,39
2*3|1,5,36,71
1*2*3|1,26,49,42
4|1,7,54,30
1*4|1,19,77,36
2*4|1,5,62,36
1*2*4|1,140,72,73
3*4|1,0,63,35
1*3*4|1,29,71,38
2*3*4|1,7,59,38
1*2*3*4|1,27,54,34
5|1,4,37,57
1*5|1,12,58,36
2*5|1,38,42,73
1*2*5|1,16,52,42
3*5|1,6,38,71
1*3*5|1,8,51,39
2*3*5|1,9,37,71
1*2*3*5|1,5,39,36
4*5|1,8,64,34
1*4*5|1,88,73,72
2*4*5|1,5,63,39
1*2*4*5|1,65,55,56
3*4*5|1,13,62,37
1*3*4*5|1,11,55,34
2*3*4*5|1,9,48,34
1*2*3*4*5|1,9,37,28
|2,0,0,44
1|2,17,49,31
2|2,8,33,59
1*2|2,11,55,38
3|2,0,30,61
1*3|2,13,54,38
2*3|2,13,36,72
1*2*3|2,8,49,42
4|2,0,54,30
1*4|2,129,77,72
2*4|2,27,82,36
1*2*4|2,81,58,73
3*4|2,4,63,36
1*3*4|2,22,71,38
2*3*4|2,10,59,39
1*2*3*4|2,15,54,34
5|2,15,37,57
1*5|2,136,58,70
2*5|2,30,42,73
3*5|2,0,38,35
1*3*5|2,48,51,40
2*3*5|2,7,37,43
4*5|2,46,69,34
1*4*5|2,115,73,71
3*4*5|2,65,62,37
1*3*4*5|2,15,55,33
|3,0,0,44
1|3,16,49,30
2|3,47,42,60
1*2|3,151,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,4,36,73
1*2*3|3,8,50,42
4|3,0,54,30
1*4|3,55,79,71
2*4|3,186,69,74
1*2*4|3,84,73,73
3*4|3,11,63,36
1*3*4|3,19,71,38
2*3*4|3,32,60,39
1*2*3*4|3,10,54,34
5|3,3,37,57
1*5|3,54,58,71
2*5|3,6,18,73
1*2*5|3,41,23,73
3*5|3,20,38,70
1*3*5|3,99,51,72
2*3*5|3,24,37,73
1*2*3*5|3,43,37,59
4*5|3,90,64,70
1*4*5|3,92,72,71
2*4*5|3,41,25,73
3*4*5|3,618,73,71
