node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,16,49,31
2|1,11,33,58
1*2|1,19,55,38
3|1,6,30,61
1*3|1,9,54,39
2*3|1,9,36,71
1*2*3|1,20,49,42
4|1,20,54,30
1*4|1,23,77,36
2*4|1,8,62,36
1*2*4|1,145,72,73
3*4|1,1,63,35
1*3*4|1,36,71,38
2*3*4|1,6,59,38
1*2*3*4|1,23,54,34
5|1,2,37,57
1*5|1,11,58,36
2*5|1,31,42,73
1*2*5|1,12,52,42
3*5|1,7,38,71
1*3*5|1,8,51,39
2*3*5|1,9,37,71
1*2*3*5|1,4,39,36
4*5|1,7,64,34
1*4*5|1,91,73,72
2*4*5|1,9,63,39
1*2*4*5|1,61,55,56
3*4*5|1,7,62,37
1*3*4*5|1,11,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,3,37,28
|2,0,0,44
1|2,17,49,31
2|2,12,33,59
1*2|2,18,55,38
3|2,2,30,61
1*3|2,7,54,38
2*3|2,10,36,72
1*2*3|2,6,49,42
4|2,15,54,30
1*4|2,144,77,72
2*4|2,23,82,36
1*2*4|2,80,58,73
3*4|2,3,63,36
1*3*4|2,24,71,38
2*3*4|2,8,59,39
1*2*3*4|2,10,54,34
5|2,15,37,57
1*5|2,117,58,70
2*5|2,29,42,73
3*5|2,0,38,35
1*3*5|2,18,51,40
2*3*5|2,7,37,43
4*5|2,32,69,34
1*4*5|2,106,73,71
3*4*5|2,46,62,37
1*3*4*5|2,13,55,33
|3,0,0,44
1|3,16,49,30
2|3,50,42,60
1*2|3,147,58,75
3|3,3,30,61
1*3|3,2,54,38
2*3|3,7,36,73
1*2*3|3,7,50,42
4|3,9,54,30
1*4|3,52,79,71
2*4|3,180,69,74
1*2*4|3,78,73,73
3*4|3,9,63,36
1*3*4|3,23,71,38
2*3*4|3,11,60,39
1*2*3*4|3,4,54,34
5|3,8,37,57
1*5|3,47,58,71
2*5|3,4,18,73
1*2*5|3,40,23,73
3*5|3,15,38,70
1*3*5|3,109,51,72
2*3*5|3,25,37,73
1*2*3*5|3,38,37,59
4*5|3,77,64,70
1*4*5|3,50,72,71
2*4*5|3,42,25,73
3*4*5|3,485,73,71
