node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,16,33,58
1*2|1,31,55,38
3|1,0,30,61
1*3|1,11,54,39
2*3|1,7,36,71
1*2*3|1,24,49,42
4|1,8,54,30
1*4|1,19,77,36
2*4|1,4,62,36
1*2*4|1,225,72,73
3*4|1,0,63,35
1*3*4|1,28,71,38
2*3*4|1,43,59,38
1*2*3*4|1,21,54,34
5|1,8,37,57
1*5|1,15,58,36
2*5|1,23,42,73
1*2*5|1,11,52,42
3*5|1,1,38,71
1*3*5|1,14,51,39
2*3*5|1,8,37,71
1*2*3*5|1,10,39,36
4*5|1,4,64,34
1*4*5|1,173,73,72
2*4*5|1,4,63,39
1*2*4*5|1,88,55,56
3*4*5|1,4,62,37
1*3*4*5|1,15,55,34
2*3*4*5|1,8,48,34
1*2*3*4*5|1,9,37,28
|2,0,0,44
1|2,16,49,31
2|2,6,33,59
1*2|2,33,55,38
3|2,0,30,61
1*3|2,17,54,38
2*3|2,6,36,72
1*2*3|2,16,49,42
4|2,0,54,30
1*4|2,164,77,72
2*4|2,198,82,36
1*2*4|2,109,58,73
3*4|2,0,63,36
1*3*4|2,18,71,38
2*3*4|2,4,59,39
1*2*3*4|2,8,54,34
5|2,12,37,57
1*5|2,176,58,70
2*5|2,25,42,73
3*5|2,0,38,35
1*3*5|2,69,51,40
2*3*5|2,8,37,43
4*5|2,47,69,34
1*4*5|2,171,73,71
3*4*5|2,49,62,37
1*3*4*5|2,31,55,33
|3,0,0,44
1|3,16,49,30
2|3,80,42,60
1*2|3,146,58,75
3|3,0,30,61
1*3|3,13,54,38
2*3|3,4,36,73
1*2*3|3,44,50,42
4|3,0,54,30
1*4|3,87,79,71
2*4|3,154,69,74
1*2*4|3,64,73,73
3*4|3,6,63,36
1*3*4|3,9,71,38
2*3*4|3,68,60,39
1*2*3*4|3,11,54,34
5|3,3,37,57
1*5|3,21,58,71
2*5|3,0,18,73
1*2*5|3,11,23,73
3*5|3,5,38,70
1*3*5|3,68,51,72
2*3*5|3,23,37,73
1*2*3*5|3,31,37,59
4*5|3,28,64,70
1*4*5|3,96,72,71
2*4*5|3,16,25,73
3*4*5|3,646,73,71
