node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,2,40,80
1*2|1,1,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,3,56,43
4|1,0,67,38
1*4|1,8,83,38
2*4|1,1,67,39
1*2*4|1,56,83,82
3*4|1,0,67,37
1*3*4|1,8,83,38
2*3*4|1,1,67,39
1*2*3*4|1,3,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,4,42,82
1*2*5|1,3,58,42
3*5|1,13,42,78
1*3*5|1,1,58,41
2*3*5|1,6,42,80
1*2*3*5|1,1,58,42
4*5|1,0,69,38
1*4*5|1,38,85,80
2*4*5|1,3,69,39
1*2*4*5|1,21,85,82
3*4*5|1,0,69,38
1*3*4*5|1,0,85,38
2*3*4*5|1,3,69,39
1*2*3*4*5|1,3,85,39
|2,0,0,79
1|2,1,56,41
2|2,2,40,81
1*2|2,1,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,2,40,79
1*2*3|2,2,56,42
4|2,0,67,38
1*4|2,93,83,79
2*4|2,82,83,39
1*2*4|2,35,64,82
3*4|2,0,67,38
1*3*4|2,8,83,38
2*3*4|2,1,67,39
1*2*3*4|2,2,83,39
5|2,0,42,78
1*5|2,87,58,78
2*5|2,10,42,82
3*5|2,0,42,38
1*3*5|2,9,58,40
2*3*5|2,7,42,44
4*5|2,13,72,38
1*4*5|2,40,85,79
3*4*5|2,21,69,38
1*3*4*5|2,2,85,38
|3,0,0,79
1|3,0,56,41
2|3,24,42,82
1*2|3,104,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,6,40,80
1*2*3|3,11,57,43
4|3,0,67,38
1*4|3,91,83,78
2*4|3,205,69,82
1*2*4|3,36,85,82
3*4|3,0,67,38
1*3*4|3,9,83,38
2*3*4|3,10,68,39
1*2*3*4|3,9,84,39
5|3,0,42,78
1*5|3,16,58,79
2*5|3,0,18,82
1*2*5|3,9,23,82
3*5|3,8,42,78
1*3*5|3,75,58,78
2*3*5|3,15,42,82
1*2*3*5|3,47,58,82
4*5|3,60,69,79
1*4*5|3,8,85,79
2*4*5|3,17,25,82
3*4*5|3,734,85,79
