node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,12,33,58
1*2|1,29,55,38
3|1,0,30,61
1*3|1,9,54,39
2*3|1,4,36,71
1*2*3|1,29,49,42
4|1,8,54,30
1*4|1,19,77,36
2*4|1,2,62,36
1*2*4|1,185,72,73
3*4|1,0,63,35
1*3*4|1,30,71,38
2*3*4|1,36,59,38
1*2*3*4|1,22,54,34
5|1,4,37,57
1*5|1,13,58,36
2*5|1,16,42,73
1*2*5|1,11,52,42
3*5|1,3,38,71
1*3*5|1,13,51,39
2*3*5|1,9,37,71
1*2*3*5|1,10,39,36
4*5|1,4,64,34
1*4*5|1,137,73,72
2*4*5|1,4,63,39
1*2*4*5|1,77,55,56
3*4*5|1,5,62,37
1*3*4*5|1,16,55,34
2*3*4*5|1,9,48,34
1*2*3*4*5|1,8,37,28
|2,0,0,44
1|2,16,49,31
2|2,5,33,59
1*2|2,34,55,38
3|2,1,30,61
1*3|2,12,54,38
2*3|2,5,36,72
1*2*3|2,16,49,42
4|2,0,54,30
1*4|2,108,77,72
2*4|2,191,82,36
1*2*4|2,89,58,73
3*4|2,0,63,36
1*3*4|2,16,71,38
2*3*4|2,5,59,39
1*2*3*4|2,9,54,34
5|2,12,37,57
1*5|2,155,58,70
2*5|2,24,42,73
3*5|2,0,38,35
1*3*5|2,65,51,40
2*3*5|2,9,37,43
4*5|2,48,69,34
1*4*5|2,117,73,71
3*4*5|2,57,62,37
1*3*4*5|2,31,55,33
|3,0,0,44
1|3,16,49,30
2|3,72,42,60
1*2|3,152,58,75
3|3,0,30,61
1*3|3,9,54,38
2*3|3,3,36,73
1*2*3|3,47,50,42
4|3,0,54,30
1*4|3,83,79,71
2*4|3,183,69,74
1*2*4|3,67,73,73
3*4|3,5,63,36
1*3*4|3,8,71,38
2*3*4|3,79,60,39
1*2*3*4|3,17,54,34
5|3,3,37,57
1*5|3,25,58,71
2*5|3,0,18,73
1*2*5|3,9,23,73
3*5|3,6,38,70
1*3*5|3,93,51,72
2*3*5|3,21,37,73
1*2*3*5|3,39,37,59
4*5|3,52,64,70
1*4*5|3,102,72,71
2*4*5|3,11,25,73
3*4*5|3,798,73,71
