node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,4,40,80
1*2|1,1,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,1,56,43
4|1,0,67,38
1*4|1,19,83,38
2*4|1,2,67,39
1*2*4|1,115,83,82
3*4|1,0,67,37
1*3*4|1,26,83,38
2*3*4|1,1,67,39
1*2*3*4|1,16,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,11,42,82
1*2*5|1,3,58,42
3*5|1,9,42,78
1*3*5|1,0,58,41
2*3*5|1,8,42,80
1*2*3*5|1,3,58,42
4*5|1,0,69,38
1*4*5|1,81,85,80
2*4*5|1,4,69,39
1*2*4*5|1,63,85,82
3*4*5|1,0,69,38
1*3*4*5|1,9,85,38
2*3*4*5|1,8,69,39
1*2*3*4*5|1,7,85,39
|2,0,0,79
1|2,7,56,41
2|2,6,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,112,83,79
2*4|2,9,83,39
1*2*4|2,63,64,82
3*4|2,0,67,38
1*3*4|2,20,83,38
2*3*4|2,1,67,39
1*2*3*4|2,10,83,39
5|2,8,42,78
1*5|2,105,58,78
2*5|2,26,42,82
3*5|2,0,42,38
1*3*5|2,10,58,40
2*3*5|2,3,42,44
4*5|2,2,72,38
1*4*5|2,69,85,79
3*4*5|2,22,69,38
1*3*4*5|2,8,85,38
|3,0,0,79
1|3,0,56,41
2|3,23,42,82
1*2|3,142,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,2,40,80
1*2*3|3,1,57,43
4|3,0,67,38
1*4|3,80,83,78
2*4|3,158,69,82
1*2*4|3,50,85,82
3*4|3,0,67,38
1*3*4|3,11,83,38
2*3*4|3,1,68,39
1*2*3*4|3,6,84,39
5|3,0,42,78
1*5|3,17,58,79
2*5|3,0,18,82
1*2*5|3,24,23,82
3*5|3,6,42,78
1*3*5|3,93,58,78
2*3*5|3,13,42,82
1*2*3*5|3,37,58,82
4*5|3,59,69,79
1*4*5|3,11,85,79
2*4*5|3,32,25,82
3*4*5|3,394,85,79
