node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,3,40,80
1*2|1,3,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,2,56,43
4|1,0,67,38
1*4|1,11,83,38
2*4|1,4,67,39
1*2*4|1,80,83,82
3*4|1,0,67,37
1*3*4|1,12,83,38
2*3*4|1,2,67,39
1*2*3*4|1,12,83,39
5|1,0,42,78
1*5|1,1,58,40
2*5|1,17,42,82
1*2*5|1,4,58,42
3*5|1,10,42,78
1*3*5|1,45,58,41
2*3*5|1,21,42,80
1*2*3*5|1,4,58,42
4*5|1,1,69,38
1*4*5|1,44,85,80
2*4*5|1,5,69,39
1*2*4*5|1,38,85,82
3*4*5|1,3,69,38
1*3*4*5|1,1,85,38
2*3*4*5|1,8,69,39
1*2*3*4*5|1,3,85,39
|2,0,0,79
1|2,3,56,41
2|2,6,40,81
1*2|2,1,56,42
3|2,0,40,78
1*3|2,6,56,40
2*3|2,2,40,79
1*2*3|2,3,56,42
4|2,0,67,38
1*4|2,82,83,79
2*4|2,103,83,39
1*2*4|2,57,64,82
3*4|2,1,67,38
1*3*4|2,12,83,38
2*3*4|2,3,67,39
1*2*3*4|2,12,83,39
5|2,3,42,78
1*5|2,208,58,78
2*5|2,16,42,82
3*5|2,0,42,38
1*3*5|2,119,58,40
2*3*5|2,4,42,44
4*5|2,90,72,38
1*4*5|2,76,85,79
3*4*5|2,67,69,38
1*3*4*5|2,21,85,38
|3,0,0,79
1|3,0,56,41
2|3,105,42,82
1*2|3,198,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,4,40,80
1*2*3|3,37,57,43
4|3,0,67,38
1*4|3,121,83,78
2*4|3,261,69,82
1*2*4|3,94,85,82
3*4|3,1,67,38
1*3*4|3,9,83,38
2*3*4|3,72,68,39
1*2*3*4|3,19,84,39
5|3,0,42,78
1*5|3,14,58,79
2*5|3,1,18,82
1*2*5|3,17,23,82
3*5|3,9,42,78
1*3*5|3,108,58,78
2*3*5|3,25,42,82
1*2*3*5|3,33,58,82
4*5|3,71,69,79
1*4*5|3,88,85,79
2*4*5|3,32,25,82
3*4*5|3,915,85,79
